m,candidate_idx,m_norm,db_at_event,local_mean_db,local_std_db,pre_mean_db,post_mean_db,loss_dB,peak_above_bg_dB,pre_slope_dB_per_km,post_slope_dB_per_km,slope_change_dB_per_km,derivative_at_event_dB_per_km,max_pre_derivative,min_post_derivative,pre_std_db,post_std_db,post_to_pre_std_ratio,peak_width_m,local_range_db,file,split,label,gt_m
159.535,499,0.798725,-49.9,-44.0654,10.9228,-33.7357,-35.0676,1.3318,3.1745,-1409.1257,2512.033,3921.1587,-2659.8746,42549.245,-39822.8871,13.0971,13.4236,1.0249,0.0,27.104,class2_2026_04_27_15_38_41.csv,train,background,
160.173,501,0.80192,-49.9,-44.0654,10.9228,-33.8449,-36.4791,2.6341,5.198,-3000.4824,4355.4632,7355.9456,-39822.8871,42549.245,-39822.8871,13.0111,13.5724,1.0431,0.0,27.104,class2_2026_04_27_15_38_41.csv,train,background,
160.811,503,0.805114,-49.9,-44.2017,10.6612,-35.3704,-34.8986,-0.4718,3.972,-6013.2857,1667.5095,7680.7952,-0.0,0.0,-0.0,13.1931,13.5739,1.0289,0.0,25.878,class2_2026_04_27_15_38_41.csv,train,background,
162.725,509,0.814696,-22.966,-31.8406,12.8107,-39.2475,-36.433,-2.8145,29.158,2538.6591,-3330.0817,-5868.7408,-2144.2006,42216.3041,-43622.5464,13.3798,13.6246,1.0183,1.596,29.158,class2_2026_04_27_15_38_41.csv,train,background,
163.683,512,0.819493,-49.9,-29.308,11.302,-39.3616,-36.4778,-2.8837,29.158,4450.0338,-2347.5396,-6797.5735,-3239.8119,42216.3041,-3239.8119,13.23,13.5896,1.0272,0.0,29.158,class2_2026_04_27_15_38_41.csv,train,background,
164.002,513,0.82109,-24.546,-29.1732,11.4101,-39.3616,-37.8864,-1.4752,30.371,2325.8754,-2172.5401,-4498.4156,-0.0,768.1322,-31238.2492,13.23,13.5938,1.0275,0.638,30.371,class2_2026_04_27_15_38_41.csv,train,background,
164.959,516,0.825881,-29.97,-38.3004,13.2394,-36.3563,-36.0986,-0.2577,17.718,4934.9182,440.7925,-4494.1257,2554.8605,31238.2492,-47603.453,13.5743,13.87,1.0218,0.0,30.371,class2_2026_04_27_15_38_41.csv,train,background,
165.597,518,0.829075,-49.9,-35.1423,13.4841,-35.0676,-37.7859,2.7183,20.406,4371.0035,3811.1168,-559.8867,-47603.453,31238.2492,-47603.453,13.4236,13.5963,1.0129,0.0,30.371,class2_2026_04_27_15_38_41.csv,train,background,
165.916,519,0.830672,-49.9,-35.1423,13.4841,-36.4791,-36.6906,0.2115,20.513,1667.5095,3636.4919,1968.9824,-0.0,31238.2492,-44589.3448,13.5724,13.3685,0.985,0.0,30.371,class2_2026_04_27_15_38_41.csv,train,background,
166.554,521,0.833867,-21.452,-40.5502,13.2769,-36.4791,-36.6391,0.1601,20.513,-3739.7294,1303.188,5042.9175,39700.6317,44589.3448,-44589.3448,13.5724,13.4287,0.9894,0.957,30.371,class2_2026_04_27_15_38_41.csv,train,background,
167.192,523,0.837061,-49.9,-40.7001,13.0443,-33.4914,-38.0463,4.5548,9.199,-2646.526,934.5792,3581.1052,-39700.6317,44589.3448,-39700.6317,13.2549,13.4174,1.0123,0.0,29.022,class2_2026_04_27_15_38_41.csv,train,background,
167.511,524,0.838658,-49.9,-40.7001,13.0443,-33.4914,-36.4398,2.9484,6.404,-3051.8668,1176.4122,4228.279,0.0,44589.3448,-5446.71,13.2549,13.6314,1.0284,0.0,29.022,class2_2026_04_27_15_38_41.csv,train,background,
170.383,533,0.853037,-20.196,-32.681,12.4549,-36.4508,-37.7915,1.3407,29.704,3308.8188,-1269.468,-4578.2868,-838.558,46557.9984,-46557.9984,13.6138,13.695,1.006,1.276,29.704,class2_2026_04_27_15_38_41.csv,train,background,
171.021,535,0.856231,-49.9,-35.4621,13.1907,-36.0986,-37.8011,1.7024,29.704,3636.4919,-357.1914,-3993.6833,-39664.5799,46557.9984,-39664.5799,13.87,13.6859,0.9867,0.0,29.704,class2_2026_04_27_15_38_41.csv,train,background,
171.34,536,0.857828,-49.9,-35.4621,13.1907,-37.7859,-37.8011,0.0152,29.704,1196.2433,-28.2926,-1224.5359,30902.8245,46557.9984,-45825.0536,13.5963,13.6859,1.0066,0.0,29.704,class2_2026_04_27_15_38_41.csv,train,background,
171.978,538,0.861022,-49.9,-38.4209,13.0901,-36.6906,-37.2651,0.5746,29.374,2994.0056,-385.7177,-3379.7232,15137.9326,30902.8245,-45825.0536,13.3685,14.1545,1.0588,0.0,29.374,class2_2026_04_27_15_38_41.csv,train,background,
172.936,541,0.865819,-49.9,-34.8311,13.7591,-38.0463,-35.7148,-2.3315,29.374,-1213.005,-1447.3144,-234.3094,45322.8887,45322.8887,-45322.8887,13.4174,14.2133,1.0593,0.0,29.374,class2_2026_04_27_15_38_41.csv,train,background,
173.255,542,0.867416,-20.984,-37.0218,14.3995,-38.0463,-35.711,-2.3353,29.374,-3601.4391,1218.0422,4819.4813,45489.0313,45489.0313,-45322.8887,13.4174,14.2172,1.0596,0.957,29.374,class2_2026_04_27_15_38_41.csv,train,background,
174.212,545,0.872207,-21.308,-37.0333,14.3863,-34.8275,-35.8033,0.9758,6.845,-1661.8871,4516.4748,6178.3619,-0.0,45489.0313,-44815.0486,13.6603,14.1243,1.034,0.638,29.27,class2_2026_04_27_15_38_41.csv,train,background,
174.85,547,0.875401,-49.9,-37.1621,14.2466,-34.8514,-34.21,-0.6414,4.05,-1686.4754,1956.537,3643.0124,-0.0,-0.0,-2371.4749,13.6362,14.0617,1.0312,0.0,29.27,class2_2026_04_27_15_38_41.csv,train,background,
175.807,550,0.880192,-49.9,-40.771,12.948,-36.2477,-34.5677,-1.6801,7.996,1488.2444,1152.442,-335.8024,-2371.4749,45877.7476,-39456.6369,13.8238,13.791,0.9976,0.0,29.27,class2_2026_04_27_15_38_41.csv,train,background,
176.764,553,0.884984,-24.766,-34.2572,14.0437,-39.1974,-34.2735,-4.9239,29.363,-418.9757,-457.0306,-38.0549,-0.0,-0.0,-46023.5125,13.5663,14.0439,1.0352,0.638,29.363,class2_2026_04_27_15_38_41.csv,train,background,
178.998,560,0.896168,-20.916,-30.8357,13.4902,-35.7148,-35.8187,0.1039,17.947,1895.2481,933.4543,-961.7939,-335.4201,45863.6395,-45429.4702,14.2133,14.149,0.9955,1.276,29.363,class2_2026_04_27_15_38_41.csv,train,background,
179.955,563,0.90096,-21.753,-31.6259,13.0336,-35.7786,-37.3088,1.5302,28.984,1956.537,975.4158,-981.1212,-0.0,45429.4702,-9166.1473,14.1492,14.1463,0.9998,0.638,28.984,class2_2026_04_27_15_38_41.csv,train,background,
180.274,564,0.902557,-49.9,-34.7391,13.6651,-35.8033,-35.8538,0.0505,17.568,1636.8474,-1235.1659,-2872.0133,835.4248,835.4248,-35842.8399,14.1243,14.1233,0.9999,0.0,28.984,class2_2026_04_27_15_38_41.csv,train,background,
180.593,565,0.904154,-21.22,-37.9596,13.4414,-35.8033,-36.0156,0.2122,17.264,1417.9227,1404.5901,-13.3327,-0.0,835.4248,-35842.8399,14.1243,13.9706,0.9891,0.638,28.68,class2_2026_04_27_15_38_41.csv,train,background,
181.231,567,0.907348,-27.068,-34.5839,13.8149,-34.21,-34.1776,-0.0324,3.1285,804.7533,1069.7169,264.9636,-0.0,835.4248,-45576.8041,14.0617,14.101,1.0028,0.0,29.108,class2_2026_04_27_15_38_41.csv,train,background,
182.189,570,0.912144,-20.822,-37.6073,13.8693,-36.1097,-32.8953,-3.2144,5.4615,-2955.3431,2409.0923,5364.4355,45623.8276,45648.1293,-45623.8276,13.8672,13.6532,0.9846,0.957,29.616,class2_2026_04_27_15_38_41.csv,train,background,
182.827,572,0.915339,-49.9,-36.8989,14.5364,-34.2735,-32.9495,-1.324,3.6365,-1085.4956,3484.0229,4569.5184,-45623.8276,45648.1293,-46420.0658,14.0439,13.6069,0.9689,0.0,29.616,class2_2026_04_27_15_38_41.csv,train,background,
183.465,574,0.918533,-20.284,-33.6779,14.5104,-34.2735,-34.5948,0.3213,5.144,-3776.9861,2139.7211,5916.7072,45780.569,46420.0658,-46420.0658,14.0439,13.7655,0.9802,0.957,29.616,class2_2026_04_27_15_38_41.csv,train,background,
184.422,577,0.923324,-20.911,-36.9063,14.5282,-34.2624,-33.2595,-1.0029,4.378,910.6918,-1245.366,-2156.0578,-0.0,46420.0658,-45437.3088,14.0549,13.3684,0.9512,0.638,29.616,class2_2026_04_27_15_38_41.csv,train,background,
186.017,582,0.93131,-23.71,-32.1023,12.6993,-37.3088,-33.6988,-3.6101,6.2635,-811.3829,-2320.6226,-1509.2397,40457.6165,45658.3103,-9548.5909,14.1463,13.0521,0.9227,0.639,29.267,class2_2026_04_27_15_38_41.csv,train,background,
186.656,584,0.934509,-20.633,-28.8818,11.3847,-36.0156,-35.4029,-0.6126,6.2635,835.2624,-3092.2906,-3927.553,1377.7429,40457.6165,-36324.4545,13.9706,13.083,0.9365,0.957,29.267,class2_2026_04_27_15_38_41.csv,train,background,
187.613,587,0.9393,-20.915,-31.9027,12.8418,-32.8901,-38.3303,5.4402,6.0405,3988.803,946.0749,-3042.7281,-36324.4545,4834.5558,-44094.047,13.6577,13.0153,0.953,0.638,29.267,class2_2026_04_27_15_38_41.csv,train,background,
187.932,588,0.940897,-49.9,-34.7659,13.6379,-31.2798,-36.7124,5.4326,5.019,3484.0229,953.6864,-2530.3365,-1336.989,3663.0094,-44094.047,13.2602,13.2838,1.0018,0.0,29.267,class2_2026_04_27_15_38_41.csv,train,background,
188.889,591,0.945689,-49.9,-34.4167,13.9096,-32.9495,-35.3667,2.4172,5.828,1671.6118,-608.6486,-2280.2605,-0.0,-0.0,-38725.7069,13.6069,13.1116,0.9636,0.0,29.835,class2_2026_04_27_15_38_41.csv,train,background,
189.846,594,0.95048,-25.193,-38.1766,13.2173,-34.56,-37.6726,3.1126,11.729,-1340.247,1417.6557,2757.9027,-3360.5,46763.3245,-38725.7069,13.8014,12.6372,0.9156,1.276,29.835,class2_2026_04_27_15_38_41.csv,train,background,
190.484,596,0.953674,-49.9,-35.4949,13.0135,-33.2595,-37.7287,4.4692,6.6085,-435.555,593.6962,1029.2511,-6916.9279,46763.3245,-36314.9581,13.3684,12.5704,0.9403,0.0,29.835,class2_2026_04_27_15_38_41.csv,train,background,
190.803,597,0.955271,-26.622,-35.4949,13.0135,-33.2595,-39.0219,5.7624,11.729,-3463.078,524.4998,3987.5779,228.0369,38725.7069,-36314.9581,13.3684,12.5586,0.9394,0.0,29.835,class2_2026_04_27_15_38_41.csv,train,background,
192.399,602,0.963262,-25.539,-38.374,12.9549,-35.1304,-37.1377,2.0073,11.016,-1467.4303,-1283.6488,183.7815,40934.1724,40934.1724,-40934.1724,13.3343,13.2264,0.9919,0.957,29.122,class2_2026_04_27_15_38_41.csv,train,background,
193.037,604,0.966456,-49.9,-35.7208,12.7665,-35.4325,-37.0856,1.6531,11.016,953.6864,-525.0186,-1478.705,-40934.1724,40934.1724,-40934.1724,13.0561,13.2806,1.0172,0.0,29.122,class2_2026_04_27_15_38_41.csv,train,background,
193.994,607,0.971247,-49.9,-36.4968,12.7555,-36.7124,-37.5179,0.8055,22.6035,-608.6486,59.4364,668.085,-8217.8683,45645.7712,-37427.9028,13.2838,12.8628,0.9683,0.0,29.122,class2_2026_04_27_15_38_41.csv,train,background,
194.951,610,0.976038,-49.9,-36.4341,12.819,-35.3667,-38.5317,3.165,16.085,1417.6557,266.8945,-1150.7612,-24197.4922,44631.6661,-24197.4922,13.1116,12.697,0.9684,0.0,29.122,class2_2026_04_27_15_38_41.csv,train,background,
22.016,68,0.110225,-15.054,-14.8049,0.278,-14.5571,-14.4228,-0.1343,-0.044,-97.733,64.2332,161.9663,1059.5611,1059.5611,53.2915,0.2451,0.1863,0.7603,0.0,0.941,class2_2026_04_27_15_19_23.csv,train,background,
27.44,85,0.137381,-14.276,-14.3142,0.1001,-14.5336,-14.4697,-0.0638,0.288,54.4743,-87.0511,-141.5255,-84.6395,415.3605,-305.6426,0.3205,0.1422,0.4437,2.233,0.326,class2_2026_04_27_15_19_23.csv,train,background,
65.09,203,0.325879,-14.664,-14.6852,0.1573,-14.6372,-14.6802,0.0429,0.237,34.4789,28.3691,-6.1098,-442.0063,369.906,-442.0063,0.11,0.131,1.1903,0.0,0.605,class2_2026_04_27_15_19_23.csv,train,background,
93.168,291,0.466453,-14.896,-14.7104,0.1233,-14.6634,-14.7254,0.062,0.141,10.3417,-12.5864,-22.9281,-101.8809,261.7555,-101.8809,0.0941,0.1224,1.3014,0.0,0.35,class2_2026_04_27_15_19_23.csv,train,background,
98.273,307,0.492012,-15.028,-14.7848,0.1338,-14.7033,-14.7701,0.0668,0.17,-12.5864,-19.0469,-6.4605,-21.9436,203.7618,-21.9436,0.1073,0.1071,0.9977,0.0,0.473,class2_2026_04_27_15_19_23.csv,train,background,
121.884,381,0.610222,-17.223,-17.177,0.2244,-17.0119,-15.7146,-1.2973,0.201,-147.3593,177.3316,324.6909,542.4395,542.4395,-1007.837,0.3394,2.9285,8.6286,0.0,0.873,class2_2026_04_27_15_19_23.csv,train,background,
123.799,387,0.61981,-17.506,-17.1021,0.3206,-17.1528,-13.5111,-3.6417,0.426,-0.3403,2353.085,2353.4253,36.0517,827.5862,-819.7492,0.282,3.5228,12.4921,0.0,0.95,class2_2026_04_27_15_19_23.csv,train,background,
127.628,399,0.63898,-8.128,-11.0392,2.9627,-16.2198,-15.3847,-0.8351,8.814,1152.7761,-2601.778,-3754.5541,653.605,9815.047,-2789.9687,2.2912,4.0444,1.7652,2.871,9.14,class2_2026_04_27_15_19_23.csv,train,connector,127.63
129.223,404,0.646966,-11.934,-11.8377,2.1571,-14.0768,-18.5287,4.4519,8.6305,2270.5065,-2066.5338,-4337.0403,-3111.2853,-1951.4107,-3111.2853,3.6962,2.9773,0.8055,2.871,6.578,class2_2026_04_27_15_19_23.csv,train,background,
131.138,410,0.656553,-16.727,-16.8298,2.1265,-13.0159,-22.3469,9.3311,3.914,-545.9865,-648.3724,-102.386,-2322.0742,-2322.0742,-3362.0705,3.1605,6.7927,2.1493,0.0,6.137,class2_2026_04_27_15_19_23.csv,train,break,131.46
135.285,423,0.677316,-21.451,-24.5454,8.9787,-18.5287,-37.1139,18.5852,0.4785,-1428.2192,-1467.3269,-39.1077,2026.6473,2026.6473,-45200.8179,2.9773,14.3037,4.8043,0.0,29.121,class2_2026_04_27_15_19_23.csv,train,background,
136.243,426,0.682112,-49.9,-27.8946,11.7729,-19.7852,-38.661,18.8758,0.655,-648.3724,-3039.4823,-2391.1099,-1492.1661,2026.6473,-44152.0392,2.0616,14.1002,6.8395,0.0,29.121,class2_2026_04_27_15_19_23.csv,train,background,
138.157,432,0.691695,-49.9,-40.3723,13.4842,-25.9689,-41.7568,15.7879,1.926,-4637.1319,-2611.295,2025.8369,-0.0,1515.6724,-46595.6129,10.7267,13.1359,1.2246,0.0,29.728,class2_2026_04_27_15_19_23.csv,train,background,
139.433,436,0.698083,-49.9,-40.117,13.8402,-30.8765,-40.4692,9.5927,16.756,-5662.9628,-3298.3231,2364.6397,44581.5063,46595.6129,-46608.1995,13.4615,13.3634,0.9927,0.0,29.876,class2_2026_04_27_15_19_23.csv,train,background,
139.752,437,0.69968,-21.457,-40.117,13.8402,-32.4589,-42.0493,9.5904,29.876,-5936.6225,30.4631,5967.0855,46827.5893,46827.5893,-46608.1995,13.9228,12.6863,0.9112,0.958,29.876,class2_2026_04_27_15_19_23.csv,train,background,
140.391,439,0.702879,-49.9,-40.0796,13.8945,-32.3919,-42.1627,9.7708,30.065,-1467.3269,2521.66,3988.9869,-46608.1995,46827.5893,-46608.1995,13.9786,12.4967,0.894,0.0,30.065,class2_2026_04_27_15_19_23.csv,train,background,
140.71,440,0.704476,-49.9,-40.0796,13.8945,-34.0058,-40.5529,6.5471,30.065,-1465.3223,1273.8195,2739.1417,-0.0,46827.5893,-47123.8292,14.2276,13.2405,0.9306,0.0,30.065,class2_2026_04_27_15_19_23.csv,train,background,
141.667,443,0.709268,-19.835,-46.5594,9.4485,-38.7134,-39.2512,0.5378,30.065,-2444.9827,4051.8624,6496.8452,0.0,47123.8292,-47123.8292,14.0317,13.3635,0.9524,0.638,30.065,class2_2026_04_27_15_19_23.csv,train,background,
142.305,445,0.712462,-49.9,-43.3966,12.1727,-38.661,-37.7864,-0.8746,30.065,-877.9463,2787.0873,3665.0336,0.0,47123.8292,-44617.558,14.1002,13.5596,0.9617,0.0,30.065,class2_2026_04_27_15_19_23.csv,train,background,
143.262,448,0.717253,-21.434,-43.7743,11.4679,-41.7552,-36.6307,-5.1245,28.466,-2611.295,3317.7744,5929.0694,-0.0,44617.558,-44617.558,13.1383,13.3051,1.0127,0.638,28.466,class2_2026_04_27_15_19_23.csv,train,background,
143.9,450,0.720447,-49.9,-40.8588,12.7984,-41.7568,-36.6307,-5.1261,28.466,-681.9651,668.7761,1350.7412,0.0,44617.558,-924.2384,13.1359,13.3051,1.0129,0.0,28.466,class2_2026_04_27_15_19_23.csv,train,background,
144.857,453,0.725239,-49.9,-40.9288,12.6932,-41.9269,-35.1104,-6.8165,27.836,30.4631,-2380.9451,-2411.4082,-924.2384,41794.6724,-924.2384,12.8724,13.2872,1.0322,0.0,27.836,class2_2026_04_27_15_19_23.csv,train,background,
145.177,454,0.726841,-23.66,-37.7092,13.6483,-41.9269,-34.8365,-7.0904,28.976,1418.7976,-469.7646,-1888.5622,-257.0533,41794.6724,-257.0533,12.8724,13.5683,1.0541,0.639,28.976,class2_2026_04_27_15_19_23.csv,train,background,
146.134,457,0.731632,-49.9,-34.7281,13.5918,-42.1627,-34.7484,-7.4143,28.976,2207.7219,-327.2367,-2534.9585,1786.8323,2501.569,-45416.931,12.4967,13.6558,1.0928,0.0,28.976,class2_2026_04_27_15_19_23.csv,train,background,
147.41,461,0.73802,-23.632,-35.1687,13.2363,-39.0403,-36.2636,-2.7767,28.976,2787.0873,-935.9157,-3723.003,-0.0,42675.5517,-41326.0219,13.6356,13.7438,1.0079,0.638,28.976,class2_2026_04_27_15_19_23.csv,train,background,
147.729,462,0.739618,-49.9,-32.3327,12.4895,-39.2512,-36.2636,-2.9876,28.976,2993.7407,-3065.2824,-6059.0231,153.605,42675.5517,-41326.0219,13.3635,13.7438,1.0285,0.0,28.976,class2_2026_04_27_15_19_23.csv,train,background,
149.005,466,0.746006,-24.376,-38.7508,12.482,-36.4673,-38.7759,2.3086,26.366,668.7761,-594.9193,-1263.6954,0.0,37217.8699,-40068.8819,13.4717,14.0125,1.0401,0.638,26.366,class2_2026_04_27_15_19_23.csv,train,background,
149.644,468,0.749205,-49.9,-34.9589,13.5321,-36.6307,-35.4774,-1.1533,19.2985,-4.7984,-4397.4324,-4392.634,38787.8835,38787.8835,-0.0,13.3051,14.4926,1.0892,0.0,31.171,class2_2026_04_27_15_19_23.csv,train,background,
150.92,472,0.755594,-18.729,-37.1641,14.3284,-35.1104,-37.1234,2.013,19.2985,-395.3152,1809.9084,2205.2236,156.7367,48857.3699,-48857.3699,13.2872,14.3161,1.0774,1.276,31.171,class2_2026_04_27_15_19_23.csv,train,background,
151.558,474,0.758788,-49.9,-37.032,14.4432,-33.2019,-37.3667,4.1648,6.9445,1848.9792,4907.4062,3058.427,-46115.989,48857.3699,-46115.989,13.4266,14.0662,1.0476,0.0,31.171,class2_2026_04_27_15_19_23.csv,train,background,
151.877,475,0.760385,-49.9,-33.7764,14.4779,-34.7484,-36.0788,1.3304,7.7075,1558.6125,2663.0389,1104.4263,-0.0,48857.3699,-40590.9122,13.6558,13.9202,1.0194,0.0,31.171,class2_2026_04_27_15_19_23.csv,train,background,
152.834,478,0.765176,-24.003,-43.767,11.5018,-37.8708,-37.5176,-0.3532,29.3,-3065.2824,1465.7426,4531.025,45924.768,45924.768,-45924.768,13.547,13.9361,1.0287,0.957,29.3,class2_2026_04_27_15_19_23.csv,train,background,
153.791,481,0.769968,-49.9,-37.1494,14.2997,-36.2636,-37.6424,1.3788,30.414,-694.2491,-2739.8904,-2045.6413,0.0,45924.768,-291.5376,13.7438,13.7933,1.0036,0.0,30.414,class2_2026_04_27_15_19_23.csv,train,background,
155.068,485,0.776361,-20.756,-33.749,14.4721,-38.7759,-37.8488,-0.9271,30.414,-1702.1208,-4521.0916,-2818.9708,-291.5376,47670.8495,-45680.2524,14.0125,13.5399,0.9663,1.276,30.414,class2_2026_04_27_15_19_23.csv,train,background,
156.982,491,0.785944,-24.857,-38.3669,12.9614,-37.1234,-36.2893,-0.8341,28.211,2663.0389,3664.5993,1001.5605,-0.0,42887.1505,-36335.4263,14.3161,13.6803,0.9556,0.638,28.211,class2_2026_04_27_15_19_23.csv,train,background,
158.258,495,0.792332,-49.9,-41.5358,11.864,-36.0788,-31.9221,-4.1567,2.3095,1595.1685,5720.1779,4125.0094,-0.0,-0.0,-42402.8245,13.9202,12.8034,0.9198,0.0,27.053,class2_2026_04_27_15_19_23.csv,train,background,
158.897,497,0.795531,-22.847,-44.3183,10.4821,-37.5176,-33.4251,-4.0925,3.5455,-2739.8904,6506.1011,9245.9914,-265.0177,42204.1649,-42402.8245,13.9361,13.2306,0.9494,0.639,27.053,class2_2026_04_27_15_19_23.csv,train,background,
159.535,499,0.798725,-49.9,-40.6894,13.0288,-37.6424,-31.943,-5.6994,4.1135,-5255.7967,2119.651,7375.4477,-0.0,42204.1649,-4915.3589,13.7933,12.7889,0.9272,0.0,28.252,class2_2026_04_27_15_19_23.csv,train,background,
160.811,503,0.805114,-22.31,-34.532,13.7816,-37.7625,-31.788,-5.9745,4.6565,-2868.1846,-2004.6465,863.5382,-4915.3589,44282.1332,-43244.5188,13.6433,12.9175,0.9468,0.957,28.795,class2_2026_04_27_15_19_23.csv,train,background,
161.13,504,0.806711,-24.784,-31.2043,13.2755,-37.8488,-31.6465,-6.2023,5.8105,38.355,-3082.9902,-3121.3452,-43244.5188,44282.1332,-43244.5188,13.5399,13.0071,0.9606,0.0,29.949,class2_2026_04_27_15_19_23.csv,train,background,
162.087,507,0.811502,-21.105,-26.0353,8.664,-38.1135,-31.8345,-6.279,5.8105,3664.5993,-2670.4378,-6335.0372,2178.6834,45133.232,-9586.2053,13.2294,12.8736,0.9731,1.276,29.949,class2_2026_04_27_15_19_23.csv,train,background,
163.044,510,0.816293,-26.067,-25.9454,8.7045,-36.2893,-36.2944,0.0051,18.358,6335.2218,-313.4574,-6648.6792,-3227.3198,45133.232,-44443.5768,13.6803,13.6598,0.9985,2.872,29.949,class2_2026_04_27_15_19_23.csv,train,background,
163.683,512,0.819493,-21.545,-29.354,11.1253,-34.8952,-39.2277,4.3325,29.949,4885.4884,-795.1592,-5680.6476,1122.2555,7092.8792,-44443.5768,13.4963,13.4143,0.9939,2.872,29.949,class2_2026_04_27_15_19_23.csv,train,background,
164.002,513,0.82109,-24.74,-32.6817,12.2384,-33.3199,-40.6254,7.3056,28.355,6506.1011,-692.6302,-7198.7312,-44443.5768,7092.8792,-44443.5768,13.3065,13.1399,0.9875,2.872,28.355,class2_2026_04_27_15_19_23.csv,train,background,
164.321,514,0.822687,-49.9,-32.3033,12.5676,-31.9221,-40.6254,8.7033,17.9845,5439.2707,-2561.0709,-8000.3416,-39435.7398,7092.8792,-39435.7398,12.8034,13.1399,1.0263,0.0,29.901,class2_2026_04_27_15_19_23.csv,train,background,
165.278,517,0.827478,-49.9,-37.6257,13.7772,-31.943,-38.9598,7.0168,5.7625,-2428.1365,-5478.7208,-3050.5844,5053.29,41813.4828,-46866.7727,12.7889,13.7339,1.0739,0.0,29.901,class2_2026_04_27_15_19_23.csv,train,background,
166.235,520,0.832269,-49.9,-31.3509,13.1635,-30.2818,-35.9313,5.6494,4.4715,-3082.9902,-3353.9266,-270.9364,45032.9169,45032.9169,-44311.9154,12.2804,13.9864,1.1389,0.0,29.901,class2_2026_04_27_15_19_23.csv,train,background,
166.873,522,0.835464,-22.237,-34.315,13.9779,-31.788,-36.4722,4.6842,5.7625,-4367.6679,2461.8632,6829.5311,-721.0016,45032.9169,-44311.9154,12.9175,13.511,1.0459,1.276,29.901,class2_2026_04_27_15_19_23.csv,train,background,
167.83,525,0.840255,-49.9,-37.6373,13.7317,-30.2348,-39.4706,9.2358,4.9795,560.2954,7464.0323,6903.7369,-40343.6043,43358.9373,-40343.6043,12.3059,13.1524,1.0688,0.0,28.731,class2_2026_04_27_15_19_23.csv,train,background,
168.788,528,0.845051,-49.9,-47.0446,8.0764,-34.9703,-37.0778,2.1075,7.0105,-795.1592,1158.0069,1953.1661,0.0,0.0,-0.0,13.43,13.2117,0.9837,0.0,25.699,class2_2026_04_27_15_19_23.csv,train,background,
171.659,537,0.859425,-21.43,-29.0411,11.3325,-39.0054,-39.1003,0.0949,29.081,-372.5436,-2806.854,-2434.3103,-3474.9201,44623.8276,-37151.6857,13.6722,12.5089,0.9149,1.915,29.081,class2_2026_04_27_15_19_23.csv,train,background,
172.617,540,0.864221,-26.913,-32.1499,12.7082,-36.2124,-41.6176,5.4051,29.081,7506.9678,-1884.4815,-9391.4493,-37151.6857,44623.8276,-37151.6857,13.7354,12.1715,0.8861,1.915,29.081,class2_2026_04_27_15_19_23.csv,train,background,
173.255,542,0.867416,-49.9,-36.9456,12.1543,-38.0428,-40.3449,2.3021,28.679,5361.4332,-4590.0307,-9951.4638,0.0,0.0,-44951.4122,13.3363,12.4337,0.9323,0.0,28.679,class2_2026_04_27_15_19_23.csv,train,background,
175.169,548,0.876998,-22.398,-36.4696,12.8331,-35.3906,-40.5757,5.1851,30.37,-2777.3603,3171.9718,5949.3321,-16358.931,43106.5846,-43106.5846,13.4043,11.8619,0.8849,1.276,30.37,class2_2026_04_27_15_19_23.csv,train,background,
175.807,550,0.880192,-49.9,-41.255,12.4873,-32.7553,-38.5934,5.8381,10.816,174.2133,4585.2722,4411.0589,-31242.9514,43106.5846,-31242.9514,12.663,12.7925,1.0102,0.0,30.37,class2_2026_04_27_15_19_23.csv,train,background,
176.764,553,0.884984,-49.9,-47.6852,6.2643,-35.903,-34.5986,-1.3044,-0.311,-2806.854,5849.5485,8656.4025,-0.0,0.0,-0.0,13.0079,12.4378,0.9562,0.0,19.933,class2_2026_04_27_15_19_23.csv,train,background,
178.36,558,0.892974,-21.69,-41.1912,12.388,-41.9077,-30.5583,-11.3494,8.656,-4590.0307,1884.4131,6474.4438,35904.3918,44216.3025,-44216.3025,11.7478,10.6423,0.9059,0.638,28.21,class2_2026_04_27_15_19_23.csv,train,background,
178.998,560,0.896168,-49.9,-39.0607,12.3559,-40.3449,-30.3565,-9.9884,7.966,-1038.0164,1630.1675,2668.1839,-35904.3918,44216.3025,-42730.4107,12.4337,10.742,0.8639,0.0,28.21,class2_2026_04_27_15_19_23.csv,train,background,
180.274,564,0.902557,-49.9,-32.9664,12.2273,-40.1578,-26.5874,-13.5704,4.7805,3171.9718,-1666.1411,-4838.1129,10658.3088,42730.4107,494.5839,12.4701,8.5788,0.6879,0.0,27.889,class2_2026_04_27_15_19_23.csv,train,background,
