pulse width[0] (ns);6
n;1,468100
number of samples;627
km;dB
0,000000;-49,900002
0,000319;-9,767000
0,000638;-4,399000
0,000957;-1,923000
0,001276;-0,934000
0,001595;-1,115000
0,001914;-1,806000
0,002233;-2,477000
0,002553;-3,178000
0,002872;-4,173000
0,003191;-5,075000
0,003510;-5,792000
0,003829;-6,480000
0,004148;-5,761000
0,004467;-2,963000
0,004786;-1,355000
0,005105;-0,960000
0,005424;-1,618000
0,005743;-2,549000
0,006062;-3,258000
0,006381;-3,958000
0,006700;-5,123000
0,007020;-6,023000
0,007339;-6,631000
0,007658;-7,360000
0,007977;-8,453000
0,008296;-9,287000
0,008615;-9,963000
0,008934;-10,797000
0,009253;-11,874000
0,009572;-12,598000
0,009891;-13,180000
0,010210;-13,950000
0,010529;-14,630000
0,010848;-15,288000
0,011167;-15,944000
0,011486;-16,605000
0,011806;-17,194000
0,012125;-17,364000
0,012444;-17,010000
0,012763;-18,469000
0,013082;-19,038000
0,013401;-18,679001
0,013720;-19,398001
0,014039;-20,316000
0,014358;-24,299000
0,014677;-21,795000
0,014996;-49,900002
0,015315;-20,367001
0,015634;-49,900002
0,015953;-23,051001
0,016273;-19,820000
0,016592;-25,461000
0,016911;-23,662001
0,017230;-22,143000
0,017549;-23,767000
0,017868;-21,114000
0,018187;-49,900002
0,018506;-49,900002
0,018825;-19,997000
0,019144;-49,900002
0,019463;-23,334999
0,019782;-19,799999
0,020101;-23,945999
0,020420;-21,965000
0,020740;-49,900002
0,021059;-49,900002
0,021378;-49,900002
0,021697;-49,900002
0,022016;-49,900002
0,022335;-49,900002
0,022654;-49,900002
0,022973;-49,900002
0,023292;-49,900002
0,023611;-49,900002
0,023930;-20,482000
0,024249;-49,900002
0,024568;-20,395000
0,024887;-49,900002
0,025206;-49,900002
0,025526;-49,900002
0,025845;-21,638000
0,026164;-49,900002
0,026483;-49,900002
0,026802;-28,469000
0,027121;-23,190001
0,027440;-19,726000
0,027759;-22,205999
0,028078;-20,096001
0,028397;-28,315001
0,028716;-49,900002
0,029035;-21,410999
0,029354;-19,308001
0,029673;-49,900002
0,029993;-49,900002
0,030312;-23,493000
0,030631;-21,049000
0,030950;-20,177000
0,031269;-49,900002
0,031588;-49,900002
0,031907;-49,900002
0,032226;-19,599001
0,032545;-22,863001
0,032864;-49,900002
0,033183;-21,459999
0,033502;-49,900002
0,033821;-49,900002
0,034140;-49,900002
0,034459;-22,509001
0,034779;-22,212000
0,035098;-49,900002
0,035417;-21,518000
0,035736;-25,514000
0,036055;-26,858000
0,036374;-49,900002
0,036693;-49,900002
0,037012;-23,806000
0,037331;-24,360001
0,037650;-49,900002
0,037969;-23,389999
0,038288;-25,120001
0,038607;-49,900002
0,038926;-21,139000
0,039246;-21,141001
0,039565;-49,900002
0,039884;-49,900002
0,040203;-49,900002
0,040522;-49,900002
0,040841;-49,900002
0,041160;-49,900002
