m,sample_idx,m_norm,db_at_event,local_mean_db,local_std_db,pre_mean_db,post_mean_db,loss_dB,peak_above_bg_dB,pre_slope_dB_per_km,post_slope_dB_per_km,slope_change_dB_per_km,derivative_at_event_dB_per_km,max_pre_derivative,min_post_derivative,pre_std_db,post_std_db,post_to_pre_std_ratio,peak_width_m,local_range_db,file,source,event_no_in_file,gt_m,label
127.628,399,0.63898,-8.16,-11.2161,3.174,-16.3683,-15.7406,-0.6277,8.7875,1151.8883,-2893.1563,-4045.0446,625.3918,10885.9779,-2753.9185,2.3296,4.4253,1.8996,2.871,9.929,class2_2026_04_27_15_46_27.csv,manual_annotation,2,127.63,connector
164.64,515,0.824284,-24.605,-34.5476,13.7713,-37.8454,-35.1606,-2.6848,18.3535,374.6667,-610.903,-985.5697,-0.0,46560.2159,-43830.7226,13.5434,13.2319,0.977,0.638,29.659,class2_2026_04_27_15_46_27.csv,hard_negative,0,,background
176.445,552,0.883387,-49.9,-34.7523,13.6798,-36.3547,-39.2843,2.9296,29.461,2043.1552,-2355.2995,-4398.4547,-7236.6755,46177.1207,-35299.673,13.5912,13.3876,0.985,0.0,29.461,class2_2026_04_27_15_46_27.csv,hard_negative,1,,background
180.274,564,0.902557,-49.9,-40.3224,13.5628,-34.6852,-39.1636,4.4783,30.306,1093.1906,2985.2738,1892.0832,-42877.7445,44727.2759,-42877.7445,13.7062,13.5675,0.9899,0.0,30.306,class2_2026_04_27_15_46_27.csv,hard_negative,2,,background
168.15,526,0.841857,-21.848,-34.806,13.5082,-34.8524,-38.2642,3.4118,16.276,1834.5388,-10.0623,-1844.6011,1115.858,41156.7429,-43968.6552,13.5132,13.0386,0.9649,1.596,28.052,class2_2026_04_27_15_46_27.csv,hard_negative,3,,background
71.152,222,0.356228,-16.966,-17.083,0.2739,-16.9258,-16.8736,-0.0522,0.1625,-119.6659,27.8417,147.5076,208.1672,208.1672,-205.326,0.2949,0.3106,1.0534,0.0,0.799,class2_2026_04_27_15_46_27.csv,stable_background,4,,background
139.752,437,0.69968,-49.9,-39.0079,12.201,-30.3239,-39.0852,8.7613,1.962,160.73,-565.9909,-726.7209,-36344.8307,-1003.1332,-36344.8307,12.2645,13.5863,1.1078,0.0,26.255,class2_2026_04_27_15_46_27.csv,stable_background,5,,background
100.826,315,0.504794,-17.814,-18.9876,3.4674,-12.9177,-36.1466,23.2289,3.9305,-1662.305,-7306.2616,-5643.9566,-3526.6458,-1036.0486,-10424.7665,2.7238,13.9173,5.1096,0.0,12.624,class3_2026_05_14_14_33_56.csv,manual_annotation,0,100.83,break
96.997,303,0.485624,-8.493,-10.8574,1.9481,-14.0358,-16.3276,2.2918,6.1375,711.0644,-2638.9493,-3350.0138,249.2163,7098.7461,-2789.9687,1.4596,4.6974,3.2183,2.552,5.969,class3_2026_05_14_14_33_56.csv,manual_annotation,1,97.0,connector
156.025,488,0.781152,-49.9,-38.8337,12.4751,-34.7084,-34.9745,0.2661,3.409,-575.9713,-2030.5325,-1454.5612,0.0,42164.5784,-37572.1019,13.6753,13.422,0.9815,0.0,27.319,class3_2026_05_14_14_33_56.csv,hard_negative,0,,background
191.123,598,0.956873,-21.832,-46.7813,8.8209,-38.0266,-32.7986,-5.228,4.609,-4486.3864,7269.0177,11755.4041,-274.9608,43787.6189,-43993.732,13.3094,13.7555,1.0335,0.639,28.068,class3_2026_05_14_14_33_56.csv,hard_negative,1,,background
123.161,385,0.616616,-22.157,-35.0963,13.6163,-38.6432,-35.3183,-3.3249,29.689,-2632.7551,1519.2674,4152.0225,1722.569,46316.4693,-43484.3292,14.1243,13.3876,0.9478,1.276,29.689,class3_2026_05_14_14_33_56.csv,hard_negative,2,,background
54.242,169,0.271567,-14.555,-14.5223,0.0928,-14.5567,-14.5434,-0.0132,0.1955,-12.823,4.9465,17.7695,241.3793,372.6253,-257.0533,0.1238,0.068,0.5497,0.0,0.347,class3_2026_05_14_14_33_56.csv,stable_background,3,,background
46.265,144,0.23163,-15.788,-15.8903,1.1597,-14.6711,-17.5999,2.9288,1.4635,-32.7037,-208.0705,-175.3668,-1572.1003,203.7618,-1764.8887,0.2067,0.5448,2.6351,0.0,3.296,class2_2026_04_27_15_46_14.csv,manual_annotation,0,46.27,bend
127.628,399,0.63898,-9.066,-12.0173,2.9927,-17.2254,-18.0122,0.7868,8.862,1048.9317,-4774.6039,-5823.5357,586.2069,10214.956,-2777.4295,2.3435,8.6982,3.7116,2.871,9.488,class2_2026_04_27_15_46_14.csv,manual_annotation,1,127.63,connector
131.457,411,0.65815,-18.456,-21.6596,10.1594,-14.0338,-32.9808,18.947,3.603,-1370.3453,-4139.6305,-2769.2853,-2231.9749,-1921.3206,-48694.3605,3.226,13.573,4.2073,0.0,34.726,class2_2026_04_27_15_46_14.csv,manual_annotation,2,131.46,break
157.939,494,0.790735,-49.9,-35.4187,13.0311,-31.817,-35.7349,3.9179,3.333,1995.3063,-2191.7625,-4187.0689,-39794.674,37774.2994,-44021.6303,12.8855,14.1799,1.1005,0.0,28.47,class2_2026_04_27_15_46_14.csv,hard_negative,0,,background
167.83,525,0.840255,-49.9,-31.5636,13.0249,-35.9081,-34.2956,-1.6126,4.1215,730.7858,-1877.7699,-2608.5557,-3662.768,44811.9169,-46394.989,14.0013,14.0218,1.0015,0.0,29.6,class2_2026_04_27_15_46_14.csv,hard_negative,1,,background
168.788,528,0.845051,-24.363,-34.6629,13.6851,-32.8464,-35.8124,2.966,3.6945,4592.7943,2288.7926,-2304.0017,-46394.989,46217.6828,-46394.989,13.6314,14.1298,1.0366,0.0,29.6,class2_2026_04_27_15_46_14.csv,hard_negative,2,,background
148.048,463,0.741215,-49.9,-40.307,13.5744,-39.0038,-34.8127,-4.1911,29.911,1974.2654,5009.2452,3034.9797,-0.0,-0.0,-44309.0495,13.6769,13.6341,0.9969,0.0,29.911,class2_2026_04_27_15_46_14.csv,hard_negative,3,,background
22.335,69,0.111822,-15.335,-14.9261,0.3139,-14.6139,-14.3781,-0.2358,-0.102,-156.3063,55.5309,211.8372,1120.6897,1120.6897,275.8621,0.3113,0.1933,0.6208,0.0,0.891,class2_2026_04_27_15_46_14.csv,stable_background,4,,background
33.821,105,0.169328,-14.472,-14.5712,0.1393,-14.5189,-14.5924,0.0735,0.1295,-3.4379,4.6873,8.1252,147.3354,291.5361,-609.4598,0.1123,0.1198,1.067,0.638,0.472,class2_2026_04_27_15_46_14.csv,stable_background,5,,background
131.776,412,0.659748,-17.185,-16.5176,2.1079,-10.882,-24.5271,13.6451,3.0965,-2086.1546,-2169.0347,-82.8801,-2559.5627,-1870.4371,-3688.0862,3.1771,9.3102,2.9304,0.0,6.266,class1_2026_04_27_14_37_34.csv,manual_annotation,0,131.78,break
127.628,399,0.63898,-5.95,-8.8183,2.8346,-13.9234,-13.5765,-0.3469,8.8095,1157.7781,-2659.7206,-3817.4987,597.1787,9498.4326,-2768.0251,2.2475,4.433,1.9724,2.871,8.764,class1_2026_04_27_14_37_34.csv,manual_annotation,1,127.63,connector
182.827,572,0.915339,-22.911,-28.8249,11.3334,-31.8072,-36.4561,4.6488,4.7905,-1000.3577,294.1205,1294.4782,-44974.9263,38078.221,-44974.9263,12.8875,13.5482,1.0513,1.276,28.694,class1_2026_04_27_14_37_34.csv,hard_negative,0,,background
140.71,440,0.704476,-24.873,-35.1609,13.3087,-34.6586,-34.846,0.1874,7.398,-5366.5402,-1949.3586,3417.1816,35192.7915,45189.6583,-35192.7915,13.7576,12.3132,0.895,0.0,28.831,class1_2026_04_27_14_37_34.csv,hard_negative,1,,background
21.697,67,0.108628,-15.367,-14.8141,0.3411,-14.4861,-14.4857,-0.0004,0.03,-41.1822,119.0807,160.2628,-858.9342,-108.3222,-858.9342,0.1493,0.3097,2.0744,0.0,1.027,class1_2026_04_27_14_37_34.csv,hard_negative,2,,background
44.032,137,0.22045,-14.714,-14.5609,0.1057,-14.5908,-14.5457,-0.0451,0.2115,-0.0952,16.1306,16.2258,329.1536,357.3668,-101.8809,0.0933,0.0781,0.8368,0.0,0.368,class1_2026_04_27_14_37_34.csv,stable_background,3,,background
34.14,106,0.170925,-14.724,-14.9187,0.4203,-14.5277,-15.9032,1.3755,0.304,-50.0362,-296.104,-246.0678,-283.6991,172.4138,-943.2135,0.1073,0.4574,4.2616,0.0,1.279,class2_2026_04_27_16_06_47.csv,manual_annotation,0,34.14,bend
127.947,400,0.640577,-8.216,-10.1384,1.9805,-15.2297,-16.2456,1.0159,8.6395,1680.428,-2987.6278,-4668.0558,-2043.8871,9384.0125,-3224.1379,2.8492,4.3929,1.5418,2.871,6.759,class2_2026_04_27_16_06_47.csv,manual_annotation,1,127.95,connector
131.457,411,0.65815,-17.612,-18.0264,2.9788,-12.6674,-29.6304,16.9631,3.41,-1401.0405,-4278.7377,-2877.6972,-2183.384,-2183.384,-7669.2821,3.0727,12.66,4.1201,0.0,8.915,class2_2026_04_27_16_06_47.csv,manual_annotation,2,131.46,break
161.13,504,0.806711,-49.9,-33.0744,11.9562,-38.4398,-35.1523,-3.2876,16.191,3102.7036,-1565.2863,-4667.9899,2192.7868,2590.9091,-41523.5125,12.8556,13.2694,1.0322,0.0,27.685,class2_2026_04_27_16_06_47.csv,hard_negative,0,,background
147.729,462,0.739618,-49.9,-43.8882,11.3046,-34.5871,-34.2206,-0.3665,4.076,-3889.074,5758.7442,9647.8181,0.0,46191.2257,-38614.4232,13.7606,14.0642,1.0221,0.0,29.47,class2_2026_04_27_16_06_47.csv,hard_negative,1,,background
178.36,558,0.892974,-25.734,-35.0468,13.3563,-38.0192,-33.038,-4.9812,8.7125,1431.3747,-1680.3361,-3111.7108,-40443.5768,43674.8281,-46396.5549,13.3674,13.6453,1.0208,0.0,29.601,class2_2026_04_27_16_06_47.csv,hard_negative,2,,background
182.508,571,0.913742,-49.9,-34.8488,13.7533,-33.5648,-40.7518,7.187,30.428,-1727.7011,-4811.2905,-3083.5895,3330.721,13408.244,-42553.2962,13.219,13.0121,0.9843,0.0,30.428,class2_2026_04_27_16_06_47.csv,hard_negative,3,,background
193.356,605,0.968053,-49.9,-31.6522,12.9447,-34.9823,-39.1205,4.1382,29.035,3228.9007,-2363.8539,-5592.7546,-43373.0423,43373.0423,-43373.0423,13.4796,13.5342,1.004,0.0,29.035,class2_2026_04_27_16_06_47.csv,stable_background,4,,background
20.42,63,0.102234,-14.582,-14.7346,0.3723,-14.4593,-14.6804,0.2211,0.1015,-0.395,248.3318,248.7269,4.7585,4.7585,-1434.1693,0.1119,0.5056,4.5182,0.0,1.327,class2_2026_04_27_16_06_47.csv,stable_background,5,,background
19.782,61,0.09904,-14.509,-15.115,0.8654,-14.4861,-18.7546,4.2686,0.38,-6.7302,387.9255,394.6557,-628.5266,405.9561,-2691.1744,0.0975,7.6818,78.7822,1.276,2.317,class2_2026_04_27_16_04_37.csv,manual_annotation,0,19.78,bend
127.628,399,0.63898,-8.356,-11.1856,2.7935,-16.1216,-16.7794,0.6578,8.44,1158.0458,-2985.1692,-4143.215,531.348,9258.6207,-2728.8401,2.1936,5.7235,2.6092,2.871,8.694,class2_2026_04_27_16_04_37.csv,manual_annotation,1,127.63,connector
130.818,409,0.654951,-16.508,-16.522,2.2113,-13.2259,-29.8898,16.6639,4.3515,72.7055,-3529.9934,-3602.6989,-3751.486,-2346.395,-9313.4781,3.0985,12.7324,4.1092,0.0,6.916,class2_2026_04_27_16_04_37.csv,manual_annotation,2,130.82,break
191.761,600,0.960067,-49.9,-40.5978,13.1624,-34.7377,-35.3085,0.5708,6.221,3052.9116,3614.4892,561.5775,0.0,43424.7868,-45321.3182,13.5992,13.2671,0.9756,0.0,28.915,class2_2026_04_27_16_04_37.csv,hard_negative,0,,background
44.67,139,0.223644,-17.082,-17.0581,0.2494,-16.9807,-16.9232,-0.0574,0.127,-34.2068,33.5337,67.7405,-191.2226,777.215,-242.9483,0.2435,0.2673,1.0975,0.0,0.632,class2_2026_04_27_16_04_37.csv,hard_negative,1,,background
187.294,586,0.937703,-49.9,-37.6717,13.6881,-36.9134,-36.2948,-0.6187,18.811,534.642,-1782.4048,-2317.0468,0.0,280.6133,-42253.9232,13.1546,13.6422,1.0371,0.0,28.645,class2_2026_04_27_16_04_37.csv,hard_negative,2,,background
184.741,578,0.924921,-23.777,-32.4611,12.4455,-39.8646,-34.8263,-5.0383,28.645,701.7196,-212.0425,-913.7621,-1125.3887,42399.6881,-41274.2994,12.7475,13.5216,1.0607,1.595,28.645,class2_2026_04_27_16_04_37.csv,hard_negative,3,,background
175.488,549,0.878595,-49.9,-28.3278,11.6003,-34.8856,-31.6886,-3.1969,3.7865,2878.5869,-7309.1773,-10187.7642,747.6473,46004.7053,747.6473,13.5103,12.9591,0.9592,0.0,29.351,class2_2026_04_27_16_04_37.csv,stable_background,4,,background
166.554,521,0.833867,-49.9,-37.9242,13.4276,-39.1621,-37.9384,-1.2236,29.346,3461.7755,1495.8415,-1965.934,-45996.8668,5385.5784,-45996.8668,13.5006,13.4305,0.9948,0.0,29.346,class2_2026_04_27_16_04_37.csv,stable_background,5,,background
131.776,412,0.659748,-16.815,-16.6371,2.2479,-10.8828,-28.8411,17.9583,3.396,-2101.015,-2879.3171,-778.3021,-3025.0784,-2379.9064,-47951.4154,3.2101,13.1365,4.0922,0.0,6.766,class1_2026_04_27_14_39_17.csv,manual_annotation,0,131.78,break
127.628,399,0.63898,-5.933,-8.8182,2.8907,-13.9408,-15.2171,1.2763,8.8895,1141.544,-2715.61,-3857.154,565.8307,9590.117,-2731.9749,2.2685,9.3633,4.1276,2.871,9.028,class1_2026_04_27_14_39_17.csv,manual_annotation,1,127.63,connector
144.219,451,0.722044,-19.898,-33.6836,14.5397,-37.7563,-40.0303,2.2739,30.798,-991.8505,-2084.2953,-1092.4448,-0.0,48272.732,-3765.6707,13.6732,12.4906,0.9135,0.638,30.798,class1_2026_04_27_14_39_17.csv,hard_negative,0,,background
153.472,480,0.76837,-49.9,-31.8857,12.9945,-31.7896,-34.9272,3.1376,5.332,2082.0039,-3857.007,-5939.0109,45423.2006,45423.2006,-3641.0658,12.9773,13.5556,1.0446,0.0,30.056,class1_2026_04_27_14_39_17.csv,hard_negative,1,,background
165.278,517,0.827478,-22.858,-31.4327,13.1197,-34.056,-36.6007,2.5447,7.228,2544.4536,4352.3086,1807.855,-43821.3213,4835.4248,-45222.5737,13.1556,13.4037,1.0189,1.276,29.852,class1_2026_04_27_14_39_17.csv,hard_negative,2,,background
186.656,584,0.934509,-49.9,-35.7436,12.7856,-28.7849,-34.625,5.8401,1.9845,4204.1489,2769.5522,-1434.5967,-40921.6332,-1771.163,-40921.6332,11.4044,13.7591,1.2065,0.0,28.154,class1_2026_04_27_14_39_17.csv,stable_background,3,,background
42.755,133,0.214056,-15.356,-15.5357,0.7845,-14.6909,-16.7994,2.1086,0.835,-53.3059,-181.806,-128.5001,-1548.5893,131.6614,-1548.5893,0.1445,0.3564,2.4669,0.0,2.064,class2_2026_04_27_15_41_42.csv,manual_annotation,0,42.76,bend
131.457,411,0.65815,-18.896,-18.2331,2.4438,-13.1926,-29.9191,16.7266,4.0025,-1342.3846,1046.1869,2388.5714,-5120.6897,-1660.2166,-45178.6865,3.0904,12.6262,4.0856,0.0,7.287,class2_2026_04_27_15_41_42.csv,manual_annotation,1,131.46,break
127.628,399,0.63898,-8.323,-11.247,2.9232,-16.3628,-19.0434,2.6806,8.7455,1121.1246,-2757.6745,-3878.7992,647.3354,9574.6912,-2783.6991,2.2783,11.565,5.0761,2.871,9.109,class2_2026_04_27_15_41_42.csv,manual_annotation,2,127.63,connector
177.722,556,0.88978,-49.9,-37.2193,14.1811,-40.7307,-38.2256,-2.5051,28.822,2010.542,-965.6072,-2976.1492,0.0,45175.5533,-14735.1113,13.0178,13.3582,1.0262,0.0,28.822,class2_2026_04_27_15_41_42.csv,hard_negative,0,,background
184.422,577,0.923324,-49.9,-43.8117,8.6236,-37.1763,-36.8943,-0.2821,10.342,-1794.2206,2612.4296,4406.6502,-0.0,29601.884,-26783.7022,13.1399,13.2354,1.0073,0.0,18.886,class2_2026_04_27_15_41_42.csv,hard_negative,1,,background
160.811,503,0.805114,-19.711,-34.5512,13.8044,-36.6382,-34.53,-2.1082,6.3905,-493.7629,1528.9023,2022.6652,2539.1865,47318.185,-47318.185,13.3487,13.793,1.0333,0.638,30.189,class2_2026_04_27_15_41_42.csv,hard_negative,2,,background
150.282,470,0.752399,-22.716,-40.3248,13.5647,-42.0963,-35.9631,-6.1332,30.525,-2248.1617,-3118.086,-869.9243,47844.8307,47844.8307,-47844.8307,12.592,14.034,1.1145,0.957,30.525,class2_2026_04_27_15_41_42.csv,hard_negative,3,,background
118.694,371,0.594251,-17.099,-17.2404,0.3777,-17.1301,-17.2372,0.1071,0.3275,-26.818,158.6712,185.4891,-673.9812,793.005,-1728.8386,0.3194,0.3672,1.1495,0.0,1.369,class2_2026_04_27_15_41_42.csv,stable_background,4,,background
20.101,62,0.100637,-14.502,-14.5303,0.1296,-14.4721,-14.63,0.1579,0.165,28.5512,145.7173,117.1661,-65.8307,39.185,-927.8997,0.0708,0.341,4.8183,0.0,0.374,class2_2026_04_27_15_41_42.csv,stable_background,5,,background
66.366,207,0.332267,-10.792,-12.6312,1.2837,-14.3198,-21.0744,6.7547,3.9275,434.5106,-4331.5425,-4766.0531,-228.8401,4628.5266,-2954.5455,0.8922,10.7603,12.0609,1.915,3.893,class3_2026_05_14_13_10_59.csv,manual_annotation,0,66.37,connector
68.6,214,0.343452,-16.521,-16.4656,2.1922,-13.7254,-31.9148,18.1893,3.7795,200.0032,-8421.9028,-8621.9059,-3039.185,-2153.605,-3039.185,1.4444,14.4232,9.9853,0.0,6.644,class3_2026_05_14_13_10_59.csv,manual_annotation,1,68.6,break
99.55,311,0.498405,-49.9,-32.1467,12.6429,-38.0149,-39.0886,1.0737,29.815,4696.1548,-5819.9536,-10516.1084,4054.8589,6817.8588,-43727.2743,13.3446,13.5708,1.017,0.0,29.815,class3_2026_05_14_13_10_59.csv,hard_negative,0,,background
181.87,569,0.910547,-22.574,-34.7013,13.629,-32.8784,-38.2583,5.3798,5.3165,-1067.7928,592.415,1660.2078,-267.692,840.1238,-42830.7257,13.653,13.1011,0.9596,0.639,28.643,class3_2026_05_14_13_10_59.csv,hard_negative,1,,background
92.849,290,0.464856,-49.9,-37.4876,13.9074,-34.4576,-37.9668,3.5092,17.2165,-2844.581,-2297.1091,547.4718,45492.1677,45492.1677,-45492.1677,13.8641,13.379,0.965,0.0,29.442,class3_2026_05_14_13_10_59.csv,hard_negative,2,,background
125.713,393,0.629393,-49.9,-39.9438,14.1547,-37.5969,-26.2397,-11.3572,6.0355,-1816.6121,5835.9343,7652.5464,0.0,2056.4263,-0.0,13.7826,14.8258,1.0757,0.0,33.338,class3_2026_05_14_13_10_59.csv,stable_background,3,,background
133.052,416,0.666136,-19.774,-22.025,9.9666,-11.6674,-31.3219,19.6545,2.625,-2539.1521,-1271.1485,1268.0036,-2808.7774,-905.9545,-47974.9248,4.05,13.2554,3.2729,0.0,33.993,class3_2026_05_14_13_47_50.csv,manual_annotation,0,133.05,break
68.919,215,0.345049,-15.707,-15.7782,1.6402,-13.2427,-18.8741,5.6314,3.013,107.2543,-374.3754,-481.6297,-2078.3683,-1421.6301,-2376.1755,1.7044,1.313,0.7704,0.0,4.936,class3_2026_05_14_13_47_50.csv,manual_annotation,1,68.92,bend
35.736,111,0.178915,-10.863,-12.4121,1.1554,-14.1403,-13.8087,-0.3316,3.506,416.1325,-622.2957,-1038.4282,-289.9687,4357.3668,-1873.0408,0.8701,0.9467,1.088,2.233,3.615,class3_2026_05_14_13_47_50.csv,manual_annotation,2,35.74,connector
66.366,207,0.332267,-9.907,-11.9507,1.5224,-14.1114,-16.1071,1.9957,4.669,540.0412,-2005.7648,-2545.806,-115.9875,5625.3918,-2633.2524,1.0913,2.8463,2.6081,2.234,4.589,class3_2026_05_14_13_47_50.csv,manual_annotation,3,66.37,connector
127.628,399,0.63898,-5.733,-9.1213,3.9027,-18.3552,-13.1732,-5.1819,12.0015,2483.202,-2609.093,-5092.295,518.8088,15082.8911,-2783.6991,4.292,4.2203,0.9833,3.509,12.624,class3_2026_05_14_13_47_50.csv,manual_annotation,4,127.63,connector
150.601,471,0.753997,-49.9,-34.5932,13.8421,-40.8238,-34.3611,-6.4627,31.421,-806.9189,-2905.9607,-2099.0418,-44200.6285,44200.6285,-44200.6285,12.87,13.9846,1.0866,0.0,31.421,class3_2026_05_14_13_47_50.csv,hard_negative,0,,background
146.453,458,0.733229,-20.545,-37.7059,13.6801,-36.1112,-39.1838,3.0726,29.355,-4338.3509,2394.427,6732.7779,-5242.9483,46010.9749,-46010.9749,13.8184,13.5279,0.979,1.276,29.355,class3_2026_05_14_13_47_50.csv,hard_negative,1,,background
180.593,565,0.904154,-23.884,-35.6596,12.7429,-33.7671,-36.8554,3.0883,2.727,1359.8536,4175.5487,2815.6951,-39579.9389,39960.8166,-40777.431,12.9514,13.3269,1.029,1.276,26.419,class3_2026_05_14_13_47_50.csv,hard_negative,2,,background
143.262,448,0.717253,-49.9,-37.4838,13.9166,-30.0408,-43.8029,13.7621,29.545,3361.6303,1256.6596,-2104.9706,-41832.2915,4401.2555,-41832.2915,12.3616,11.4345,0.925,0.0,29.545,class3_2026_05_14_13_47_50.csv,hard_negative,3,,background
187.932,588,0.940897,-49.9,-31.3867,13.1307,-33.7473,-38.6848,4.9375,21.607,3396.1872,-3803.8401,-7200.0274,44789.9734,44789.9734,-44789.9734,13.1886,14.0839,1.0679,0.0,29.318,class3_2026_05_14_13_47_50.csv,hard_negative,4,,background
177.403,555,0.888183,-24.353,-31.9477,12.8329,-38.1243,-35.9947,-2.1296,21.348,1131.2472,-3084.0482,-4215.2954,-250.2645,44504.7038,-10434.1677,13.27,12.731,0.9594,0.639,29.059,class3_2026_05_14_13_47_50.csv,hard_negative,5,,background
187.294,586,0.937703,-20.824,-28.161,11.6627,-33.8949,-40.3521,6.4572,29.318,5920.8531,-2530.0864,-8450.9394,-41373.0439,3420.0658,-45573.6724,13.0573,13.5253,1.0358,2.553,29.318,class3_2026_05_14_13_47_50.csv,hard_negative,6,,background
161.449,505,0.808308,-49.9,-37.3424,14.0537,-36.0828,-39.2122,3.1294,29.242,-166.9669,-1918.4098,-1751.4429,-0.0,43940.4436,-0.0,13.8823,13.4737,0.9706,0.0,29.242,class3_2026_05_14_13_47_50.csv,hard_negative,7,,background
101.145,316,0.506391,-22.258,-20.0611,1.2609,-19.3376,-20.2984,0.9608,1.1745,-344.9517,218.3231,563.2748,3031.348,3031.348,-18242.9467,1.0227,3.0271,2.9599,0.0,4.221,class3_2026_05_14_13_47_50.csv,stable_background,8,,background
92.849,290,0.464856,-19.412,-19.7626,0.9187,-19.1816,-19.5217,0.3401,0.648,-48.982,502.7974,551.7795,-805.6426,2851.0972,-3653.6034,0.6288,1.0327,1.6423,0.0,3.093,class3_2026_05_14_13_47_50.csv,stable_background,9,,background
131.776,412,0.659748,-16.75,-16.3762,2.1565,-10.8171,-32.2039,21.3869,3.0835,-2060.0713,-6427.6656,-4367.5943,-2587.7743,-1904.8367,-3721.0,3.1678,14.3298,4.5236,0.0,6.69,class1_2026_04_27_14_47_43.csv,manual_annotation,0,131.78,break
127.628,399,0.63898,-5.899,-8.7711,2.8531,-13.8958,-13.4823,-0.4135,8.799,1165.6704,-2616.7156,-3782.3861,630.094,9496.8652,-2791.5361,2.2483,4.4356,1.9728,2.871,8.823,class1_2026_04_27_14_47_43.csv,manual_annotation,1,127.63,connector
159.216,498,0.797128,-49.9,-43.7597,11.5018,-33.2428,-34.6416,1.3988,3.096,-2404.2976,3053.5939,5457.8915,0.0,41404.3934,-45214.7382,13.3431,13.7578,1.0311,0.0,28.847,class1_2026_04_27_14_47_43.csv,hard_negative,0,,background
166.235,520,0.832269,-25.551,-41.5312,11.8962,-34.9654,-36.2408,1.2754,5.79,-2039.2316,5419.0403,7458.2719,0.0,2084.6395,-38164.5784,13.5004,13.7076,1.0154,0.0,27.951,class1_2026_04_27_14_47_43.csv,hard_negative,1,,background
182.508,571,0.913742,-22.732,-31.4674,13.1248,-33.0002,-36.7332,3.7331,8.375,4008.5766,3461.1968,-547.3798,-37981.1959,871.4718,-42583.0752,12.4344,13.2597,1.0664,0.638,29.875,class1_2026_04_27_14_47_43.csv,hard_negative,2,,background
75.3,235,0.376996,-14.678,-14.6502,0.0755,-14.6438,-14.7218,0.0779,0.1765,41.9482,-26.0918,-68.04,-136.3636,-109.7179,-175.5486,0.1048,0.1088,1.0381,0.0,0.235,class1_2026_04_27_14_47_43.csv,stable_background,3,,background
79.767,249,0.39936,-15.344,-15.5046,0.7848,-14.7531,-16.5317,1.7786,1.029,16.9631,-120.1852,-137.1484,-1501.5674,286.8339,-1501.5674,0.133,0.2465,1.8528,0.0,2.273,class2_2026_04_27_15_36_21.csv,manual_annotation,0,79.77,bend
131.457,411,0.65815,-17.744,-17.792,2.3636,-12.7918,-31.1509,18.3592,3.977,-1392.1969,-2612.5172,-1220.3203,-5600.3135,-2440.4389,-5600.3135,3.1342,13.4468,4.2904,0.0,6.895,class2_2026_04_27_15_36_21.csv,manual_annotation,1,131.46,break
127.628,399,0.63898,-7.897,-10.7837,2.8864,-15.9843,-17.1064,1.1221,8.729,1242.331,-2812.3787,-4054.7097,694.3574,9634.7962,-2816.6144,2.2954,8.9786,3.9115,2.871,8.889,class2_2026_04_27_15_36_21.csv,manual_annotation,2,127.63,connector
117.737,368,0.58946,-17.301,-17.2702,0.3325,-16.8731,-16.9847,0.1117,0.158,-51.3765,129.2582,180.6347,576.8025,778.9969,-504.6991,0.3331,0.4259,1.2786,0.0,1.049,class2_2026_04_27_15_36_21.csv,hard_negative,0,,background
183.465,574,0.918533,-21.81,-40.7032,13.0132,-39.0628,-36.2776,-2.7852,28.132,-371.0247,2382.1373,2753.162,44094.047,44094.047,-44094.047,13.644,13.7149,1.0052,0.957,28.132,class2_2026_04_27_15_36_21.csv,hard_negative,1,,background
181.55,568,0.908945,-49.9,-40.3793,13.4972,-39.0888,-37.5564,-1.5324,30.545,-489.4496,-1599.0844,-1109.6349,2766.6945,44815.0486,-47876.1787,13.5945,13.8484,1.0187,0.0,30.545,class2_2026_04_27_15_36_21.csv,hard_negative,2,,background
177.083,554,0.886581,-49.9,-37.8259,13.5658,-36.1064,-39.0628,2.9563,28.643,-1512.8118,1008.4127,2521.2245,-43927.5757,44894.9875,-44418.4969,13.8453,13.644,0.9855,0.0,28.643,class2_2026_04_27_15_36_21.csv,hard_negative,3,,background
101.145,316,0.506391,-17.259,-16.7467,0.3214,-16.7076,-16.7268,0.0192,0.5525,13.4253,-10.9188,-24.3441,394.9828,902.8213,-1326.0172,0.2009,0.2159,1.0747,0.0,1.048,class2_2026_04_27_15_36_21.csv,stable_background,4,,background
149.644,468,0.749205,-49.9,-40.661,13.0683,-40.4691,-35.7214,-4.7477,28.054,-1443.9532,-1779.8674,-335.9141,0.0,0.0,-1365.2053,13.352,14.1876,1.0626,0.0,28.054,class2_2026_04_27_15_36_21.csv,stable_background,5,,background
13.082,40,0.065496,-19.038,-19.0852,2.1132,-13.1443,-27.9705,14.8262,1.564,-2009.7412,-37.0703,1972.6709,-329.1552,288.4013,-7681.8166,3.6139,11.8537,3.28,0.0,7.289,class3_2026_05_14_14_33_25.csv,manual_annotation,0,13.08,break
4.786,14,0.023962,-1.355,-3.4151,1.9728,-3.9888,-7.9007,3.9119,4.482,-200.9424,-2630.7111,-2429.7687,3139.4984,6905.9561,-2570.5329,2.3602,4.2753,1.8114,1.914,5.52,class3_2026_05_14_14_33_25.csv,manual_annotation,1,4.79,connector
