pulse width[0] (ns);6
n;1,468100
number of samples;627
km;dB
0,000000;-49,900002
0,000319;-8,943000
0,000638;-3,711000
0,000957;-1,278000
0,001276;-0,322000
0,001595;-0,537000
0,001914;-1,286000
0,002233;-1,993000
0,002553;-2,694000
0,002872;-3,681000
0,003191;-4,599000
0,003510;-5,309000
0,003829;-6,010000
0,004148;-7,041000
0,004467;-7,892000
0,004786;-8,532000
0,005105;-9,303000
0,005424;-10,189000
0,005743;-10,821000
0,006062;-11,366000
0,006381;-11,923000
0,006700;-12,439000
0,007020;-12,812000
0,007339;-13,118000
0,007658;-13,463000
0,007977;-13,679000
0,008296;-13,893000
0,008615;-13,939000
0,008934;-14,049000
0,009253;-14,107000
0,009572;-14,006000
0,009891;-14,171000
0,010210;-14,361000
0,010529;-14,266000
0,010848;-14,349000
0,011167;-14,309000
0,011486;-14,394000
0,011806;-14,356000
0,012125;-14,398000
0,012444;-14,536000
0,012763;-14,548000
0,013082;-14,449000
0,013401;-14,365000
0,013720;-14,304000
0,014039;-14,299000
0,014358;-14,448000
0,014677;-14,515000
0,014996;-14,559000
0,015315;-14,641000
0,015634;-14,408000
0,015953;-14,407000
0,016273;-14,394000
0,016592;-14,582000
0,016911;-14,538000
0,017230;-14,595000
0,017549;-14,446000
0,017868;-14,429000
0,018187;-14,518000
0,018506;-14,315000
0,018825;-14,460000
0,019144;-14,455000
0,019463;-14,414000
0,019782;-14,386000
0,020101;-14,262000
0,020420;-14,542000
0,020740;-14,541000
0,021059;-14,591000
0,021378;-14,615000
0,021697;-14,856000
0,022016;-14,734000
0,022335;-14,481000
0,022654;-14,642000
0,022973;-14,723000
0,023292;-14,443000
0,023611;-14,237000
0,023930;-14,291000
0,024249;-14,204000
0,024568;-14,531000
0,024887;-14,585000
0,025206;-14,363000
0,025526;-14,303000
0,025845;-14,476000
0,026164;-14,484000
0,026483;-14,492000
0,026802;-14,593000
0,027121;-14,349000
0,027440;-14,339000
0,027759;-14,272000
0,028078;-14,447000
0,028397;-14,420000
0,028716;-14,359000
0,029035;-14,337000
0,029354;-14,299000
0,029673;-14,335000
0,029993;-14,595000
0,030312;-14,362000
0,030631;-14,406000
0,030950;-14,537000
0,031269;-14,572000
0,031588;-14,678000
0,031907;-14,568000
0,032226;-14,536000
0,032545;-14,383000
0,032864;-14,431000
0,033183;-14,685000
0,033502;-14,449000
0,033821;-14,538000
0,034140;-14,626000
0,034459;-14,610000
0,034779;-14,574000
0,035098;-14,564000
0,035417;-14,375000
0,035736;-14,512000
0,036055;-14,341000
0,036374;-14,649000
0,036693;-14,488000
0,037012;-14,483000
0,037331;-14,587000
0,037650;-14,462000
0,037969;-14,606000
0,038288;-14,853000
0,038607;-14,569000
0,038926;-14,563000
0,039246;-14,692000
0,039565;-14,757000
0,039884;-14,672000
0,040203;-14,638000
0,040522;-14,507000
0,040841;-14,474000
0,041160;-14,745000
