m,sample_idx,m_norm,db_at_event,local_mean_db,local_std_db,pre_mean_db,post_mean_db,loss_dB,peak_above_bg_dB,pre_slope_dB_per_km,post_slope_dB_per_km,slope_change_dB_per_km,derivative_at_event_dB_per_km,max_pre_derivative,min_post_derivative,pre_std_db,post_std_db,post_to_pre_std_ratio,peak_width_m,local_range_db,file,event_no_in_file,gt_m,label,expected_length_m
127.628,399,0.63898,-8.115,-11.0293,2.9081,-16.1134,-15.2814,-0.832,8.7455,1186.5836,-2637.2694,-3823.853,636.3636,9564.2633,-2821.3166,2.2626,3.8172,1.6871,2.871,9.042,class2_2026_04_27_15_49_56.csv,1,127.63,connector,199.737
131.138,410,0.656553,-17.01,-17.0158,2.1287,-13.0173,-30.0493,17.0319,3.8485,-619.6259,-5327.7659,-4708.14,-2295.8404,-2054.8589,-3456.1129,3.1138,14.0895,4.5249,0.0,6.155,class2_2026_04_27_15_49_56.csv,2,131.14,break,199.737
89.02,278,0.445686,-16.448,-16.294,0.9784,-14.8689,-17.6401,2.7711,1.567,-179.0586,-223.4418,-44.3832,-1250.7853,-863.6364,-1886.6067,0.3699,0.5317,1.4375,0.0,3.23,class2_2026_04_27_15_31_02.csv,0,89.02,bend,199.737
131.138,410,0.656553,-17.53,-18.0317,2.8067,-13.6827,-32.5782,18.8955,3.79,-632.1338,-4455.8307,-3823.6968,-2565.7464,-2118.3388,-46090.9138,3.0273,13.8733,4.5827,0.0,9.513,class2_2026_04_27_15_31_02.csv,1,131.14,break,199.737
127.628,399,0.63898,-8.87,-11.7114,2.7563,-16.8146,-18.0048,1.1903,8.4415,1220.6029,-2883.735,-4104.3379,623.8245,9927.8997,-2706.8966,2.2765,8.7969,3.8642,2.871,8.201,class2_2026_04_27_15_31_02.csv,2,127.63,connector,199.737
16.911,52,0.084666,-14.588,-14.5997,0.2286,-14.3984,-15.9988,1.6003,0.228,-31.3396,-605.7691,-574.4295,-203.7618,297.6839,-956.1129,0.1055,1.2795,12.1294,0.0,0.788,class2_2026_04_27_16_02_21.csv,0,16.91,bend,199.737
127.947,400,0.640577,-8.104,-9.9768,1.9333,-15.0532,-19.6195,4.5663,8.5935,1595.2124,-2716.6891,-4311.9016,-1995.2978,9458.083,-3277.4295,2.8328,11.7037,4.1316,2.871,6.627,class2_2026_04_27_16_02_21.csv,1,127.95,connector,199.737
131.776,412,0.659748,-18.797,-21.5433,10.2096,-12.6418,-34.9981,22.3562,3.2525,-2118.2303,-905.5018,1212.7285,-4007.8386,-2452.1538,-48822.8887,3.2152,13.5469,4.2133,0.0,34.999,class2_2026_04_27_16_02_21.csv,2,131.78,break,199.737
100.188,313,0.5016,-17.614,-20.8728,10.3899,-13.6688,-33.7417,20.0728,2.718,-539.1832,-3530.0401,-2990.8568,-1366.7712,-1366.7712,-48227.2743,2.2051,14.5039,6.5773,0.0,35.161,class3_2026_05_22_11_10_02.csv,0,100.19,break,199.737
35.417,110,0.177318,-7.273,-9.9031,2.841,-14.0697,-12.0605,-2.0092,7.516,609.4514,-1832.5218,-2441.9732,3133.2288,8751.8582,-2412.2257,1.3801,2.6271,1.9035,2.552,7.639,class3_2026_05_22_11_10_02.csv,1,35.42,connector,199.737
66.047,206,0.33067,-8.095,-10.5887,2.8222,-14.6562,-12.4697,-2.1865,7.394,534.3731,-1734.7735,-2269.1466,3733.5423,8109.7179,-2438.8848,1.2326,2.5174,2.0423,2.553,7.548,class3_2026_05_22_11_10_02.csv,2,66.05,connector,199.737
96.678,302,0.484026,-10.212,-12.3082,2.156,-15.0617,-19.3399,4.2782,5.6075,290.3495,-4775.5802,-5065.9296,3551.7241,7010.9718,-2753.9185,0.7716,11.3061,14.6529,2.233,5.741,class3_2026_05_22_11_10_02.csv,3,96.68,connector,199.737
74.024,231,0.370607,-14.942,-15.2107,0.1682,-14.4229,-15.3639,0.9411,0.2445,-303.9113,-17.8524,286.0588,-479.6238,695.9248,-509.4044,0.9899,0.1483,0.1498,0.638,0.526,class3_2026_05_22_11_10_02.csv,4,74.02,bend,199.737
83.915,262,0.420127,-15.76,-15.7269,0.8291,-14.7411,-16.7915,2.0504,1.267,-20.0046,-114.0732,-94.0686,-1316.616,-158.3072,-1468.6536,0.2255,0.3662,1.6241,0.0,2.238,class2_2026_04_27_15_35_21.csv,0,83.92,bend,199.737
127.947,400,0.640577,-8.479,-10.4214,2.0092,-15.5624,-18.1321,2.5697,8.7295,1636.4906,-2598.416,-4234.9067,-2018.8088,9595.6113,-3186.5204,2.8785,8.8582,3.0773,2.871,6.876,class2_2026_04_27_15_35_21.csv,1,127.95,connector,199.737
131.457,411,0.65815,-18.349,-17.8533,2.0268,-12.9704,-29.9224,16.9521,4.053,-1441.3752,-4595.9899,-3154.6147,-3548.5893,-2583.1397,-10443.5752,3.1033,12.6266,4.0688,0.0,6.27,class2_2026_04_27_15_35_21.csv,2,131.46,break,199.737
34.14,106,0.170925,-14.497,-14.7289,0.2911,-14.4497,-16.1561,1.7064,0.3375,-76.2322,-447.1593,-370.9271,-70.5329,313.4796,-982.2541,0.1648,0.7148,4.3372,2.234,0.721,class2_2026_04_27_16_10_58.csv,0,34.14,bend,199.737
127.628,399,0.63898,-8.12,-11.0284,2.9248,-16.1108,-16.9793,0.8686,8.637,1112.8549,-2504.4182,-3617.2732,551.7241,9746.0815,-2835.4232,2.2699,8.8214,3.8863,2.871,9.051,class2_2026_04_27_16_10_58.csv,1,127.63,connector,199.737
131.776,412,0.659748,-19.203,-21.4058,10.1918,-13.0093,-30.8098,17.8005,3.009,-2039.8843,-3903.3929,-1863.5086,-2031.3464,-1959.7692,-48490.6003,3.1281,13.5685,4.3377,0.0,34.644,class2_2026_04_27_16_10_58.csv,2,131.78,break,199.737
86.468,270,0.432909,-15.492,-15.5907,1.1267,-14.5892,-18.0003,3.4112,1.58,14.6511,-580.2685,-594.9196,-2017.2414,941.1612,-2017.2414,0.199,0.8503,4.2721,0.0,3.26,class2_2026_04_27_15_33_39.csv,0,86.47,bend,199.737
131.138,410,0.656553,-18.301,-19.3641,3.0789,-14.6841,-31.7034,17.0194,4.07,-547.2077,-4470.9989,-3923.7912,-3021.5052,-2114.4201,-6741.3762,3.2549,13.0004,3.994,0.0,8.905,class2_2026_04_27_15_33_39.csv,1,131.14,break,199.737
127.947,400,0.640577,-10.062,-12.0507,2.1346,-17.289,-19.6545,2.3655,8.661,1657.3236,-3024.236,-4681.5596,-2014.1066,10300.942,-3195.9248,2.9678,8.4639,2.8519,2.871,7.389,class2_2026_04_27_15_33_39.csv,2,127.95,connector,199.737
78.172,244,0.391375,-15.456,-15.3319,0.6393,-14.6693,-16.0824,1.4131,0.7835,-27.4055,-43.8813,-16.4758,-860.5016,263.3229,-1264.8903,0.1163,0.2726,2.3452,0.0,1.865,class2_2026_04_27_15_36_45.csv,0,78.17,bend,199.737
127.628,399,0.63898,-7.355,-10.2413,2.8579,-15.4125,-14.882,-0.5305,8.801,1182.0096,-2561.2802,-3743.2899,615.9875,9755.4859,-2738.2445,2.2698,4.3351,1.9099,2.871,8.74,class2_2026_04_27_15_36_45.csv,1,127.63,connector,199.737
131.138,410,0.656553,-15.88,-16.0707,2.0282,-12.2793,-25.8181,13.5388,4.291,-608.7992,-3794.6054,-3185.8062,-3662.4404,-2020.3762,-5145.7665,3.1599,10.9629,3.4693,0.0,5.898,class2_2026_04_27_15_36_45.csv,2,131.14,break,199.737
64.133,200,0.321087,-15.316,-15.3241,0.4531,-14.6814,-15.9988,1.3174,0.7415,-92.4493,-135.8746,-43.4254,261.7555,261.7555,-877.7429,0.2197,0.3007,1.3683,0.0,1.298,class2_2026_04_27_15_54_27.csv,0,64.13,bend,199.737
131.457,411,0.65815,-17.654,-20.6609,10.5348,-12.4008,-27.4847,15.0839,3.99,-1406.3064,1196.375,2602.6813,-4761.7555,-2680.1006,-48887.152,3.1156,12.06,3.8708,0.0,36.284,class2_2026_04_27_15_54_27.csv,1,131.46,break,199.737
127.628,399,0.63898,-7.522,-10.4121,2.8839,-15.4601,-18.2669,2.8068,8.702,1150.6219,-2750.0399,-3900.6618,586.2069,9479.6238,-2735.1097,2.238,11.7846,5.2657,2.871,8.98,class2_2026_04_27_15_54_27.csv,2,127.63,connector,199.737
66.685,208,0.333864,-9.506,-11.0511,1.5106,-13.7567,-18.4741,4.7174,5.618,1031.3663,-4713.8374,-5745.2038,-2343.4888,6485.8934,-3191.2226,1.7839,8.3588,4.6857,2.234,4.622,class3_2026_05_14_13_21_46.csv,0,66.68,connector,199.737
70.195,219,0.351437,-18.247,-21.682,10.1199,-13.2334,-28.3897,15.1562,3.126,-1680.2276,-1628.4438,51.7838,-1992.1661,-1992.1661,-48241.0175,2.6143,11.7594,4.4981,0.0,34.483,class3_2026_05_14_13_21_46.csv,1,70.19,break,199.737
45.308,141,0.226838,-15.728,-15.6333,0.9844,-14.6021,-17.4623,2.8602,1.5865,-39.6933,-271.9944,-232.3011,-1349.5313,363.6364,-1349.5313,0.2374,0.532,2.2406,0.0,2.682,class2_2026_04_27_15_44_43.csv,0,45.31,bend,199.737
127.947,400,0.640577,-9.384,-11.3634,2.0817,-16.7723,-20.1891,3.4167,9.0355,1762.0115,-4755.8851,-6517.8966,-2043.8871,10021.9451,-3061.1285,3.0141,11.1047,3.6843,2.871,7.17,class2_2026_04_27_15_44_43.csv,1,127.95,connector,199.737
131.776,412,0.659748,-18.815,-22.6054,9.8918,-13.9386,-29.4667,15.5282,2.5495,-2045.8931,-2692.1149,-646.2218,-3926.3339,-716.7705,-46343.2633,3.1596,12.7191,4.0255,0.0,33.488,class2_2026_04_27_15_44_43.csv,2,131.78,break,199.737
25.845,80,0.129395,-14.314,-14.5688,0.3477,-14.6821,-15.6903,1.0082,0.996,241.6752,-308.9481,-550.6233,-227.2727,319.7108,-810.3448,0.4438,0.4902,1.1045,2.872,1.156,class2_2026_04_27_16_06_59.csv,0,25.84,bend,199.737
131.776,412,0.659748,-18.23,-18.3767,2.1424,-12.8372,-33.2188,20.3816,3.158,-2079.9621,-5914.675,-3834.7129,-2746.0831,-2012.5408,-4992.1646,3.1614,13.6022,4.3027,0.0,6.251,class2_2026_04_27_16_06_59.csv,1,131.78,break,199.737
127.309,398,0.637383,-8.689,-11.4456,3.3813,-16.2186,-14.6433,-1.5752,8.53,600.884,-2584.1747,-3185.0587,4623.8245,9556.1861,-2606.5831,1.3867,4.3001,3.101,2.871,9.051,class2_2026_04_27_16_06_59.csv,2,127.31,connector,199.737
131.776,412,0.659748,-16.768,-16.2744,1.9674,-10.8048,-27.848,17.0432,3.421,-2064.7532,-5516.2399,-3451.4867,-3460.815,-2084.8993,-3808.779,3.1717,12.0362,3.7949,0.0,6.036,class1_2026_04_27_14_49_15.csv,0,131.78,break,199.737
127.628,399,0.63898,-5.866,-8.7876,2.9072,-13.9236,-13.3675,-0.5561,8.9005,1175.1221,-2671.8446,-3846.9667,606.5831,9724.1379,-2769.5925,2.2583,4.2712,1.8913,2.871,8.978,class1_2026_04_27_14_49_15.csv,1,127.63,connector,199.737
20.74,64,0.103837,-14.835,-15.5519,1.4834,-14.4424,-16.7863,2.3439,0.581,3.7126,209.4953,205.7827,-1376.3259,208.4639,-4587.7759,0.0876,1.0603,12.1037,0.0,3.917,class2_2026_04_27_16_05_53.csv,0,20.74,bend,199.737
127.309,398,0.637383,-9.315,-11.9952,3.253,-16.6979,-15.4637,-1.2342,8.399,596.8105,-2577.4077,-3174.2182,4576.8025,9238.2445,-2702.1944,1.3593,4.6622,3.4297,2.871,8.469,class2_2026_04_27_16_05_53.csv,1,127.31,connector,199.737
131.457,411,0.65815,-18.783,-18.7457,3.1396,-13.3923,-31.4022,18.0098,2.73,-1462.0718,-2186.3937,-724.3219,-354.2304,-354.2304,-13137.931,3.0616,13.2297,4.3211,0.0,11.225,class2_2026_04_27_16_05_53.csv,2,131.46,break,199.737
88.063,275,0.440895,-15.603,-15.6508,0.715,-14.7039,-16.7007,1.9968,1.0735,-69.5893,-139.7072,-70.1179,-1205.3307,-336.9906,-1291.5361,0.2115,0.2831,1.3389,0.0,1.798,class2_2026_04_27_15_32_35.csv,0,88.06,bend,199.737
131.138,410,0.656553,-17.259,-16.6986,1.7755,-13.1127,-29.2039,16.0912,3.939,-587.1677,-7620.3258,-7033.1582,-2089.7102,-2089.7102,-3368.3401,3.1559,13.0879,4.1471,0.0,5.268,class2_2026_04_27_15_32_35.csv,1,131.14,break,199.737
127.628,399,0.63898,-8.216,-11.1118,2.9324,-16.1597,-15.5601,-0.5996,8.7185,1076.445,-2430.889,-3507.334,652.0376,9837.9306,-2716.3009,2.2664,4.1733,1.8414,2.871,9.197,class2_2026_04_27_15_32_35.csv,2,127.63,connector,199.737
108.165,338,0.541537,-15.678,-15.5153,0.5548,-14.7961,-16.5136,1.7175,0.9825,-67.8919,-198.017,-130.1251,-618.3474,-114.4201,-618.3474,0.1937,0.3245,1.6749,0.0,1.457,class2_2026_04_27_15_23_51.csv,0,108.16,bend,199.737
131.138,410,0.656553,-16.57,-16.5292,2.224,-12.5914,-30.4352,17.8438,3.6485,-633.4301,-8020.0885,-7386.6584,-1335.6861,-1335.6861,-5605.0157,3.1239,13.9592,4.4686,0.0,7.292,class2_2026_04_27_15_23_51.csv,1,131.14,break,199.737
127.947,400,0.640577,-8.082,-10.0364,2.0369,-15.2442,-15.7036,0.4593,8.8065,1700.3277,-2618.0811,-4318.4088,-1978.0564,9721.0031,-3211.5987,2.9026,3.8818,1.3373,2.871,6.99,class2_2026_04_27_15_23_51.csv,2,127.95,connector,199.737
129.542,405,0.648563,-16.917,-19.7596,10.7979,-14.1277,-38.2519,24.1243,3.182,229.5654,-5448.1398,-5677.7053,-3731.9749,-2271.1599,-51382.4483,1.071,14.6539,13.6825,0.0,36.766,class3_2026_05_14_13_18_12.csv,0,129.54,break,199.737
35.417,110,0.177318,-13.246,-13.8929,0.5503,-14.437,-14.2947,-0.1423,1.406,27.9555,-284.1486,-312.1041,1299.373,1902.8213,-1084.6395,0.1766,0.4499,2.5483,1.595,1.734,class3_2026_05_14_13_18_12.csv,1,35.42,connector,199.737
127.628,399,0.63898,-11.464,-13.4254,1.1148,-14.556,-29.6192,15.0632,3.3625,306.8081,-9389.7751,-9696.5832,-123.8245,3752.3511,-2670.8464,0.6193,16.3568,26.4122,1.595,3.198,class3_2026_05_14_13_18_12.csv,2,127.63,connector,199.737
127.628,399,0.63898,-5.894,-8.8039,2.9196,-13.8963,-13.4768,-0.4195,8.7755,1146.3469,-2691.9776,-3838.3245,663.0094,9586.2069,-2752.3511,2.242,4.3987,1.962,2.871,9.064,class1_2026_04_27_14_49_51.csv,0,127.63,connector,199.737
131.776,412,0.659748,-16.481,-16.4566,2.1929,-10.8228,-27.7931,16.9703,3.351,-2064.0923,-981.5738,1082.5185,-3445.1395,-2258.2025,-3445.1395,3.1758,12.0216,3.7853,0.0,6.415,class1_2026_04_27_14_49_51.csv,1,131.78,break,199.737
57.752,180,0.28914,-16.119,-15.9294,0.8517,-14.7212,-16.9601,2.2389,0.9245,-126.6682,-128.2488,-1.5807,-1146.348,-269.5925,-2072.0972,0.2442,0.4003,1.6392,0.0,2.612,class2_2026_04_27_15_50_53.csv,0,57.75,bend,199.737
131.138,410,0.656553,-16.999,-17.092,1.9861,-13.3551,-29.6177,16.2626,3.7225,-617.3198,-3616.8791,-2999.5594,-1707.877,-1707.877,-3042.3197,3.1446,12.9136,4.1066,0.0,5.716,class2_2026_04_27_15_50_53.csv,1,131.14,break,199.737
127.947,400,0.640577,-8.811,-10.7862,2.0663,-16.0219,-17.894,1.8721,8.8145,1677.713,-2417.867,-4095.58,-2001.5674,9935.7367,-3311.9122,2.9245,8.521,2.9137,2.871,7.082,class2_2026_04_27_15_50_53.csv,2,127.95,connector,199.737
127.628,399,0.63898,-5.928,-8.8228,2.8793,-13.9548,-13.5408,-0.4139,8.8695,1172.5073,-2657.7555,-3830.2629,579.9373,9697.4922,-2778.9969,2.2612,4.4189,1.9542,2.871,8.873,class1_2026_04_27_14_39_34.csv,0,127.63,connector,199.737
132.095,413,0.661345,-17.441,-17.363,2.2386,-10.9873,-26.1512,15.1638,3.5145,-2489.2226,-3010.9551,-521.7325,-1484.3276,-1484.3276,-4600.3119,3.3628,11.1421,3.3133,0.0,6.923,class1_2026_04_27_14_39_34.csv,1,132.09,break,199.737
132.095,413,0.661345,-16.844,-17.1362,2.0959,-10.9393,-30.6959,19.7567,3.42,-2472.5063,-5387.5232,-2915.0169,-1670.8464,-1670.8464,-2888.7147,3.3475,13.738,4.1039,0.0,6.503,class1_2026_04_27_14_46_41.csv,0,132.09,break,199.737
127.628,399,0.63898,-5.884,-8.7946,2.8987,-13.9274,-13.4038,-0.5236,8.8405,1144.7744,-2613.5386,-3758.3129,606.5831,9661.442,-2742.9467,2.2591,4.3046,1.9055,2.871,8.962,class1_2026_04_27_14_46_41.csv,1,127.63,connector,199.737
93.806,293,0.469648,-15.919,-15.8459,0.5973,-14.9025,-16.7421,1.8396,1.232,-137.9304,-144.4459,-6.5155,-951.4122,-575.2351,-951.4122,0.2699,0.3797,1.4066,0.0,1.727,class2_2026_04_27_15_29_16.csv,0,93.81,bend,199.737
131.776,412,0.659748,-19.449,-19.4677,2.9979,-12.9413,-29.4503,16.5091,3.861,-2120.8148,-1812.6704,308.1445,-9388.7147,-2314.5017,-9388.7147,3.2225,12.7263,3.9492,0.0,8.868,class2_2026_04_27_15_29_16.csv,1,131.78,break,199.737
127.947,400,0.640577,-8.353,-10.3257,2.0464,-15.5253,-18.2528,2.7274,8.674,1683.4634,-3118.3391,-4801.8025,-1987.4608,9774.2947,-3233.5423,2.9131,8.8856,3.0502,2.871,6.998,class2_2026_04_27_15_29_16.csv,2,127.95,connector,199.737
85.83,268,0.429715,-15.55,-15.7594,0.8816,-14.6708,-16.9526,2.2817,1.258,-85.1179,-54.5102,30.6078,-1357.3668,-120.6897,-1559.5611,0.2045,0.3848,1.8819,0.0,2.584,class2_2026_04_27_15_32_04.csv,0,85.83,bend,199.737
131.138,410,0.656553,-17.359,-17.2681,2.1721,-13.3404,-26.4371,13.0967,4.138,-594.5059,-5912.8707,-5318.3648,-2939.5415,-2020.3762,-3531.348,3.1602,10.7611,3.4052,0.0,7.085,class2_2026_04_27_15_32_04.csv,1,131.14,break,199.737
127.628,399,0.63898,-8.418,-11.3366,2.9435,-16.5216,-15.9447,-0.5769,8.864,1214.873,-2638.2191,-3853.0921,579.9373,9977.4661,-2713.1661,2.3134,4.4241,1.9124,2.871,9.367,class2_2026_04_27_15_32_04.csv,2,127.63,connector,199.737
107.526,336,0.538338,-17.61,-18.2328,0.9746,-14.7651,-29.3494,14.5843,1.234,-1243.9152,-4597.6438,-3353.7286,-299.373,-299.373,-3262.2704,2.3836,12.9882,5.449,0.0,3.073,class3_2026_05_14_12_56_25.csv,0,107.53,break,199.737
97.954,306,0.490415,-0.156,-1.1801,1.5274,-10.2364,-8.0456,-2.1908,10.193,4336.622,-2535.4092,-6872.0311,0.0,1045.4545,-6564.1374,6.577,4.1138,0.6255,4.148,4.194,class3_2026_05_14_12_56_25.csv,1,97.95,connector,199.737
61.261,191,0.306708,-14.952,-15.0847,0.5665,-14.6177,-16.3357,1.7181,0.698,28.5775,-238.9466,-267.5241,-1426.3323,336.9906,-1426.3323,0.1243,0.4143,3.3336,0.0,1.542,class2_2026_04_27_15_53_18.csv,0,61.26,bend,199.737
131.776,412,0.659748,-19.438,-18.7322,2.438,-12.7141,-28.5833,15.8692,3.59,-2096.6599,-2248.9777,-152.3178,-4794.6708,-2185.8498,-4794.6708,3.2064,11.5173,3.592,0.0,6.887,class2_2026_04_27_15_53_18.csv,1,131.78,break,199.737
127.947,400,0.640577,-8.168,-10.0967,2.028,-15.3634,-17.8676,2.5042,9.0285,1650.1616,-2832.3211,-4482.4827,-2003.1348,9689.6552,-3181.8182,2.9332,8.8492,3.0169,2.871,6.971,class2_2026_04_27_15_53_18.csv,2,127.95,connector,199.737
37.331,116,0.186901,-13.154,-13.1968,2.2764,-12.8827,-27.5815,14.6988,4.97,1161.6427,-7748.3552,-8909.9978,-3028.2132,-2351.0972,-3476.489,2.0456,14.0382,6.8626,0.0,7.216,class3_2026_04_27_16_18_11.csv,0,37.33,break,199.737
35.736,111,0.178915,-9.097,-11.2382,1.713,-13.9601,-23.1674,9.2073,5.4685,751.9961,-4720.6787,-5472.6747,-547.0219,6076.8025,-2710.0313,1.4133,14.6601,10.373,2.233,5.412,class3_2026_04_27_16_18_11.csv,1,35.74,connector,199.737
127.628,399,0.63898,-5.927,-8.782,2.8017,-13.9444,-13.6022,-0.3423,8.8495,1167.2388,-2639.2294,-3806.4682,568.9655,9456.1129,-2703.7618,2.2698,4.5613,2.0096,2.871,8.648,class1_2026_04_27_14_39_22.csv,0,127.63,connector,199.737
131.776,412,0.659748,-16.741,-16.7067,2.7064,-10.8579,-27.2803,16.4224,3.262,-2083.1452,-3973.8748,-1890.7295,-4048.5893,-2113.9918,-8542.3197,3.1727,12.2253,3.8532,0.0,9.665,class1_2026_04_27_14_39_22.csv,1,131.78,break,199.737
96.678,302,0.484026,-8.964,-11.1421,2.3429,-14.3101,-15.3161,1.006,6.2095,359.9859,-2595.7338,-2955.7196,3874.6082,7639.4984,-2396.5517,0.8645,4.6018,5.3229,2.552,6.203,class3_2026_05_14_14_34_08.csv,0,96.68,connector,199.737
101.145,316,0.506391,-18.512,-19.1601,2.8872,-12.9376,-35.8979,22.9603,3.034,-2102.6377,-5290.4715,-3187.8338,-4626.9577,-1822.884,-46879.315,2.8442,14.0672,4.9459,0.0,10.091,class3_2026_05_14_14_34_08.csv,1,101.14,break,199.737
11.486,35,0.057506,-14.309,-14.7421,0.6736,-13.1652,-16.5166,3.3514,0.561,-429.0558,-383.4249,45.6308,-1362.7678,349.5298,-1620.6897,1.1885,0.7454,0.6272,11.487,1.999,class2_2026_04_27_16_01_24.csv,0,11.49,bend,199.737
127.628,399,0.63898,-8.726,-11.6087,2.9015,-16.4332,-21.1411,4.7079,8.282,1087.3985,-2993.0195,-4080.418,592.4765,9615.3718,-2697.4922,2.169,13.4488,6.2005,2.871,9.042,class2_2026_04_27_16_01_24.csv,1,127.63,connector,199.737
131.776,412,0.659748,-19.336,-26.0051,13.0281,-13.638,-33.3736,19.7356,2.951,-2100.2018,-1492.3574,607.8443,-11108.1505,-2315.0486,-45681.8229,3.1709,13.251,4.1789,0.0,33.628,class2_2026_04_27_16_01_24.csv,2,131.78,break,199.737
105.931,331,0.530451,-15.807,-15.7109,0.6416,-14.8169,-16.4941,1.6771,0.8415,-84.8152,-110.204,-25.3887,-877.7429,177.116,-1750.7837,0.232,0.2977,1.2831,0.0,2.088,class2_2026_04_27_15_25_18.csv,0,105.93,bend,199.7
127.947,400,0.640696,-7.912,-9.8387,1.9705,-15.128,-15.7347,0.6067,8.883,1741.8893,-2748.9093,-4490.7986,-2023.511,9304.0752,-3244.5141,2.9361,4.0553,1.3812,2.871,6.731,class2_2026_04_27_15_25_18.csv,1,127.95,connector,199.7
132.095,413,0.661467,-21.032,-18.8242,1.9523,-12.5501,-32.1599,19.6099,3.5515,-2480.7344,-5170.7733,-2690.0389,-2510.9702,-2337.371,-2510.9702,3.3234,14.1743,4.2651,0.0,5.533,class2_2026_04_27_15_25_18.csv,2,132.09,break,199.7
10.529,32,0.052714,-17.886,-18.1692,1.4064,-12.1729,-24.6118,12.4389,2.022,-2248.6786,-3040.0145,-791.3359,-3152.0408,-1120.6897,-3152.0408,3.7855,9.2891,2.4538,0.0,4.232,class3_2026_05_14_13_18_01.csv,0,10.53,break,199.737
36.055,112,0.180512,-9.996,-11.13,1.2808,-13.6757,-13.6893,0.0136,5.036,947.043,-847.6039,-1794.6469,-2155.1724,6083.0721,-2155.1724,1.6672,1.2234,0.7338,2.552,4.112,class3_2026_05_14_13_15_32.csv,0,36.05,connector,199.737
127.628,399,0.63898,-11.575,-13.5396,1.2847,-14.6821,-24.9641,10.2821,3.434,256.7207,-5629.7866,-5886.5074,-523.511,5219.4357,-5655.174,0.745,13.6638,18.3414,1.276,3.619,class3_2026_05_14_13_15_32.csv,1,127.63,connector,199.737
129.542,405,0.648563,-17.038,-16.738,2.1889,-14.3427,-33.4426,19.0999,3.6105,179.1393,-6569.6836,-6748.8229,-7.8354,231.9749,-4468.6505,1.3207,14.81,11.2134,0.0,6.464,class3_2026_05_14_13_15_32.csv,2,129.54,break,199.737
10.529,32,0.052714,-18.59,-19.0734,2.8152,-12.0893,-31.2598,19.1705,1.8595,-2327.5251,-3257.367,-929.8419,-4199.0611,-717.8683,-37623.8287,3.8716,13.3767,3.4551,0.0,9.792,class3_2026_05_14_14_33_35.csv,0,10.53,break,199.737
38.607,120,0.193289,-17.35,-17.1852,3.039,-12.901,-32.4755,19.5745,3.229,-177.8643,-5303.2779,-5125.4136,-3172.4138,-1960.815,-8990.5956,2.0962,14.0197,6.6881,0.0,9.77,class3_2026_05_14_13_09_48.csv,0,38.61,break,199.737
35.417,110,0.177318,-9.352,-11.5329,2.0419,-14.2134,-17.9329,3.7195,5.3905,332.895,-2948.0665,-3280.9614,2543.8871,6314.3767,-2545.4545,0.9041,8.904,9.8484,2.233,5.655,class3_2026_05_14_13_09_48.csv,1,35.42,connector,199.737
37.65,117,0.188498,-16.133,-15.6256,0.9582,-14.5723,-17.1436,2.5712,1.674,-29.0921,-269.4542,-240.3621,-962.3824,-310.3448,-962.3824,0.2838,0.4752,1.6746,0.0,2.879,class2_2026_04_27_15_41_16.csv,0,37.65,bend,199.737
131.138,410,0.656553,-17.836,-17.5969,2.2725,-13.648,-26.2733,12.6253,4.514,-609.2715,-1440.1457,-830.8742,-2621.8496,-2299.373,-4717.8699,3.2519,10.7405,3.3029,0.0,6.775,class2_2026_04_27_15_41_16.csv,1,131.14,break,199.737
127.628,399,0.63898,-8.671,-11.5361,2.828,-16.6933,-17.9444,1.2511,8.789,1084.991,-2676.3898,-3761.3808,631.6614,9648.9028,-2722.5705,2.299,8.9383,3.8879,2.871,8.656,class2_2026_04_27_15_41_16.csv,2,127.63,connector,199.737
66.366,207,0.332267,-9.324,-11.4882,1.71,-14.1345,-16.4781,2.3436,5.3235,628.3986,-2336.6563,-2965.0549,-59.5611,6329.1536,-2857.3668,1.2801,3.6857,2.8791,2.234,5.26,class3_2026_05_14_13_16_46.csv,0,66.37,connector,199.737
35.417,110,0.177318,-13.311,-13.8896,0.4309,-14.4569,-14.3383,-0.1186,1.2915,57.3782,-269.1194,-326.4977,1073.6677,1452.9781,-1175.5486,0.1859,0.4097,2.204,1.276,1.261,class3_2026_05_14_13_16_46.csv,1,35.42,connector,199.737
70.195,219,0.351437,-19.51,-18.5534,1.3684,-13.5811,-32.7403,19.1592,3.0035,-1758.6923,-4497.7737,-2739.0814,-509.4028,-509.4028,-2144.9032,2.6889,13.8494,5.1505,0.0,4.858,class3_2026_05_14_13_16_46.csv,2,70.19,break,199.737
68.919,215,0.345049,-15.279,-15.3467,0.6337,-14.6457,-16.6662,2.0206,0.832,-37.1471,-184.5958,-147.4488,-1432.6019,47.0219,-1432.6019,0.1046,0.4559,4.358,0.0,1.745,class2_2026_04_27_15_39_59.csv,0,68.92,bend,199.737
127.947,400,0.640577,-8.508,-10.4879,2.0509,-15.573,-18.0316,2.4586,8.6105,1583.5346,-2612.353,-4195.8876,-2010.9718,9789.9687,-3247.6489,2.853,8.7701,3.074,2.871,7.038,class2_2026_04_27_15_39_59.csv,1,127.95,connector,199.737
